feature	chromosome	start	end	SLX-17922.D701tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17922.D701tp_D506tp.HC22GBBXY.s_6.r_1	SLX-17921.D711tp_D502tp.H5J55BBXY.s_8.r_1	SLX-17921.D711tp_D503tp.H5J55BBXY.s_8.r_1
10:1500001-2000000	10	1500001	2000000	0.975	0.989	1.064	1.115
10:2500001-3000000	10	2500001	3000000	0.959	1.034	0.985	1.11
10:3000001-3500000	10	3000001	3500000	0.975	0.976	0.929	1.028
10:3500001-4000000	10	3500001	4000000	0.945	0.924	0.898	0.982
10:4000001-4500000	10	4000001	4500000	0.938	1.024	1.032	1.013
10:4500001-5000000	10	4500001	5000000	0.984	0.917	0.951	1.007
10:5000001-5500000	10	5000001	5500000	1.005	1.028	1.005	1.025
10:5500001-6000000	10	5500001	6000000	1.051	0.992	0.993	0.999
10:6000001-6500000	10	6000001	6500000	0.937	0.948	0.91	1.021
10:6500001-7000000	10	6500001	7000000	1.038	1.048	1.154	1.18
10:7000001-7500000	10	7000001	7500000	0.971	1.019	0.953	1.05
10:7500001-8000000	10	7500001	8000000	0.983	0.967	1.065	1.022
10:8000001-8500000	10	8000001	8500000	0.96	0.923	1.03	1.036
10:8500001-9000000	10	8500001	9000000	1.004	0.992	0.95	0.999
10:9000001-9500000	10	9000001	9500000	1.076	1.075	1.013	1.067
10:9500001-10000000	10	9500001	10000000	1.067	1.028	1.096	1.003
10:10000001-10500000	10	10000001	10500000	1.016	1.012	0.997	1.118
10:10500001-11000000	10	10500001	11000000	1.102	1.011	0.978	1.03
10:11000001-11500000	10	11000001	11500000	0.965	0.857	0.932	1.011
10:11500001-12000000	10	11500001	12000000	0.93	1.044	1.03	0.986
10:12000001-12500000	10	12000001	12500000	0.989	1.028	1.084	1.043
10:12500001-13000000	10	12500001	13000000	0.902	1.022	0.998	0.984
10:13000001-13500000	10	13000001	13500000	0.975	0.993	1.075	1.079
10:13500001-14000000	10	13500001	14000000	0.894	0.993	1.002	1.058
10:14000001-14500000	10	14000001	14500000	1.024	1.003	1.035	0.937
10:14500001-15000000	10	14500001	15000000	0.992	0.976	0.907	0.992
10:15000001-15500000	10	15000001	15500000	0.997	1.102	1.054	1.047
10:15500001-16000000	10	15500001	16000000	1.055	1.02	1.129	1.139
10:16000001-16500000	10	16000001	16500000	1.008	0.979	1.021	0.975
10:16500001-17000000	10	16500001	17000000	0.878	0.98	0.953	0.991
10:17000001-17500000	10	17000001	17500000	0.895	0.993	1.036	1.003
10:17500001-18000000	10	17500001	18000000	0.989	0.952	1.089	0.847
10:18000001-18500000	10	18000001	18500000	0.953	0.998	1.009	1.087
10:18500001-19000000	10	18500001	19000000	0.934	0.978	1.017	0.971
10:19000001-19500000	10	19000001	19500000	0.974	0.98	1.005	1.094
10:20000001-20500000	10	20000001	20500000	0.977	0.964	1.003	1.082
10:20500001-21000000	10	20500001	21000000	1.106	1.005	1.129	1.078
10:21000001-21500000	10	21000001	21500000	0.999	0.965	0.98	0.917
10:21500001-22000000	10	21500001	22000000	0.915	0.919	0.974	1.102
10:22000001-22500000	10	22000001	22500000	1.027	0.98	1.018	1.076
10:22500001-23000000	10	22500001	23000000	0.935	0.949	1.012	0.938
10:23000001-23500000	10	23000001	23500000	0.972	1.019	0.999	1.074
10:23500001-24000000	10	23500001	24000000	1.066	1.021	1.019	1.073
10:24000001-24500000	10	24000001	24500000	0.993	1.015	0.951	1.008
10:24500001-25000000	10	24500001	25000000	0.906	0.966	0.917	1.086
10:25000001-25500000	10	25000001	25500000	1.091	1.039	1.087	1.058
10:26000001-26500000	10	26000001	26500000	1.028	0.968	1.048	1.122
10:27000001-27500000	10	27000001	27500000	1.006	0.931	0.868	0.932
10:27500001-28000000	10	27500001	28000000	0.996	1.008	1.038	1.006
10:28000001-28500000	10	28000001	28500000	0.895	0.977	0.864	0.933
10:28500001-29000000	10	28500001	29000000	0.927	0.909	0.967	1.034
10:29000001-29500000	10	29000001	29500000	0.985	0.997	1.036	0.91
10:29500001-30000000	10	29500001	30000000	1.001	0.933	1.014	1.017
10:30000001-30500000	10	30000001	30500000	0.842	0.957	1.034	1.045
10:31000001-31500000	10	31000001	31500000	1.094	1.035	1.104	1.082
10:31500001-32000000	10	31500001	32000000	1.033	1.037	0.986	0.989
10:32000001-32500000	10	32000001	32500000	0.972	0.952	0.934	0.976
10:32500001-33000000	10	32500001	33000000	1.017	1.031	1.033	1.1
10:33000001-33500000	10	33000001	33500000	1.012	1.05	1.054	1.121
10:33500001-34000000	10	33500001	34000000	1.046	0.99	1.054	1.148
10:34000001-34500000	10	34000001	34500000	1.082	0.978	0.941	0.932
10:34500001-35000000	10	34500001	35000000	0.963	0.986	0.921	0.967
10:35000001-35500000	10	35000001	35500000	0.92	0.931	1.002	0.954
10:35500001-36000000	10	35500001	36000000	0.976	0.934	0.977	1.002
10:36500001-37000000	10	36500001	37000000	0.945	0.952	1.055	1.02
10:43000001-43500000	10	43000001	43500000	0.975	0.998	0.985	1.04
10:43500001-44000000	10	43500001	44000000	1.033	0.955	1.071	0.967
10:44000001-44500000	10	44000001	44500000	1.139	1.044	1.214	1.09
10:44500001-45000000	10	44500001	45000000	1.004	0.988	1.027	1.061
10:45000001-45500000	10	45000001	45500000	0.913	1.027	1.024	1.005
10:47000001-47500000	10	47000001	47500000	1.02	1.056	1.078	1.088
10:48500001-49000000	10	48500001	49000000	1.024	1.036	1.035	1.101
10:49000001-49500000	10	49000001	49500000	1.028	1.054	1.013	1.065
10:50500001-51000000	10	50500001	51000000	0.972	1.031	0.987	1.109
10:51000001-51500000	10	51000001	51500000	1.041	1.079	0.976	1.055
10:51500001-52000000	10	51500001	52000000	0.976	1.02	1.101	1.086
10:52000001-52500000	10	52000001	52500000	0.982	1.067	0.996	1.054
10:52500001-53000000	10	52500001	53000000	0.938	0.957	0.954	1.079
10:53000001-53500000	10	53000001	53500000	1.021	0.878	1.054	1.079
10:53500001-54000000	10	53500001	54000000	1.014	0.958	0.947	1.182
10:54000001-54500000	10	54000001	54500000	0.906	0.962	0.956	0.996
10:54500001-55000000	10	54500001	55000000	0.949	1.05	0.99	1.066
10:55000001-55500000	10	55000001	55500000	1.038	0.99	0.958	1.075
10:56000001-56500000	10	56000001	56500000	0.939	0.917	1.012	0.887
10:56500001-57000000	10	56500001	57000000	0.953	0.994	1.038	1.009
10:57000001-57500000	10	57000001	57500000	1.023	0.958	1.002	1.068
10:58000001-58500000	10	58000001	58500000	0.94	0.974	1.082	1.002
10:58500001-59000000	10	58500001	59000000	1.025	0.98	1.01	1.058
10:59500001-60000000	10	59500001	60000000	1.014	1.007	0.982	1.018
10:60000001-60500000	10	60000001	60500000	1.115	1.03	0.928	1.041
10:60500001-61000000	10	60500001	61000000	1.067	1.075	1.092	1.067
10:61000001-61500000	10	61000001	61500000	0.957	1.07	0.968	1.026
10:61500001-62000000	10	61500001	62000000	1.015	0.968	0.936	1.087
10:62000001-62500000	10	62000001	62500000	0.907	0.987	0.977	1.002
10:62500001-63000000	10	62500001	63000000	1.019	1.012	1.053	1.091
10:63000001-63500000	10	63000001	63500000	0.871	0.892	0.96	0.94
10:63500001-64000000	10	63500001	64000000	1.005	0.99	0.917	1.091
10:64000001-64500000	10	64000001	64500000	0.983	0.972	1.037	1.166
10:64500001-65000000	10	64500001	65000000	1.035	0.964	1.069	1.086
10:65000001-65500000	10	65000001	65500000	1.036	0.915	0.913	1.024
10:65500001-66000000	10	65500001	66000000	1.033	0.991	1.002	1.004
10:66000001-66500000	10	66000001	66500000	0.957	0.957	0.933	1.109
10:66500001-67000000	10	66500001	67000000	1.009	1.007	1.068	1.113
10:67000001-67500000	10	67000001	67500000	1.031	1.007	1.068	0.989
10:67500001-68000000	10	67500001	68000000	0.952	1.007	1.099	0.958
10:68000001-68500000	10	68000001	68500000	0.974	0.896	0.954	0.945
10:68500001-69000000	10	68500001	69000000	0.925	0.88	0.893	0.997
10:69000001-69500000	10	69000001	69500000	0.929	0.981	0.965	1.052
10:70000001-70500000	10	70000001	70500000	1.062	1.025	1.004	0.941
10:70500001-71000000	10	70500001	71000000	1.001	1.038	1.104	1.063
10:71000001-71500000	10	71000001	71500000	1.042	1.034	1.003	1.031
10:71500001-72000000	10	71500001	72000000	0.958	1.001	1.103	1.008
10:72000001-72500000	10	72000001	72500000	0.996	1.019	0.951	1.067
10:72500001-73000000	10	72500001	73000000	0.933	0.935	0.986	1.02
10:73000001-73500000	10	73000001	73500000	0.967	0.966	0.943	0.956
10:73500001-74000000	10	73500001	74000000	1.008	1.021	1.006	0.879
10:74000001-74500000	10	74000001	74500000	1.003	1.006	0.865	0.887
10:74500001-75000000	10	74500001	75000000	0.952	0.945	1.002	0.996
10:75000001-75500000	10	75000001	75500000	0.952	0.925	1.024	0.991
10:75500001-76000000	10	75500001	76000000	1.08	1.076	0.95	1.144
10:76000001-76500000	10	76000001	76500000	1.03	1.022	1.088	1.04
10:76500001-77000000	10	76500001	77000000	1.054	1.095	1.064	1.068
10:77500001-78000000	10	77500001	78000000	1.089	1.106	1.016	1.008
10:78000001-78500000	10	78000001	78500000	1.038	1.113	1.04	1.15
10:78500001-79000000	10	78500001	79000000	1.101	1.057	1.093	1.085
10:80000001-80500000	10	80000001	80500000	0.965	0.927	1.031	1.052
10:80500001-81000000	10	80500001	81000000	1.059	1.016	0.98	1.023
10:81000001-81500000	10	81000001	81500000	0.957	1.054	1.02	0.998
10:81500001-82000000	10	81500001	82000000	1.018	1.021	1.064	1.164
10:82000001-82500000	10	82000001	82500000	1.045	0.993	0.967	0.972
10:82500001-83000000	10	82500001	83000000	1.067	0.996	0.995	1.006
10:83000001-83500000	10	83000001	83500000	0.935	0.991	0.892	1.083
10:83500001-84000000	10	83500001	84000000	1.055	1.018	1	1.148
10:84000001-84500000	10	84000001	84500000	1.065	0.963	1.028	1.09
10:84500001-85000000	10	84500001	85000000	1.111	1.016	1.079	1.149
10:85000001-85500000	10	85000001	85500000	1.041	1.056	1.032	1.1
10:85500001-86000000	10	85500001	86000000	1.063	0.949	1.035	0.979
10:86000001-86500000	10	86000001	86500000	1.057	0.99	1.03	1.106
10:86500001-87000000	10	86500001	87000000	1.006	1.01	1.024	1.14
10:87500001-88000000	10	87500001	88000000	0.971	1.04	0.982	0.996
10:88500001-89000000	10	88500001	89000000	0.986	1.031	0.99	1.112
10:89000001-89500000	10	89000001	89500000	0.939	0.905	0.987	1.059
10:90000001-90500000	10	90000001	90500000	0.957	1.063	1.151	1.121
10:90500001-91000000	10	90500001	91000000	1.134	0.974	1.01	1.027
10:91000001-91500000	10	91000001	91500000	1.163	1.016	1.044	1.044
10:91500001-92000000	10	91500001	92000000	0.95	0.962	1.003	1.033
10:92000001-92500000	10	92000001	92500000	0.98	1.104	0.959	1.089
10:92500001-93000000	10	92500001	93000000	0.998	0.925	0.92	0.998
10:93000001-93500000	10	93000001	93500000	1.062	0.959	0.995	1.031
10:93500001-94000000	10	93500001	94000000	1.032	1.028	1.017	1.012
10:94000001-94500000	10	94000001	94500000	1.045	1.023	0.99	1.122
10:95000001-95500000	10	95000001	95500000	1.051	1.066	1.056	0.984
10:95500001-96000000	10	95500001	96000000	0.996	1.041	0.991	1.03
10:96000001-96500000	10	96000001	96500000	1.008	1.01	1.017	1.08
10:96500001-97000000	10	96500001	97000000	1.009	0.919	0.903	1.006
10:97000001-97500000	10	97000001	97500000	0.934	1.024	1.049	1.017
10:97500001-98000000	10	97500001	98000000	1.147	1.111	1.121	1.212
10:98000001-98500000	10	98000001	98500000	1.078	1.104	1.055	1.068
10:98500001-99000000	10	98500001	99000000	1.012	1.043	1.142	1.072
10:99000001-99500000	10	99000001	99500000	0.989	0.969	1.02	1.146
10:99500001-100000000	10	99500001	100000000	1.016	0.942	1.11	1.079
10:100500001-101000000	10	100500001	101000000	1.07	1.025	1.102	1.021
10:101000001-101500000	10	101000001	101500000	1.013	0.981	1.037	1.019
10:101500001-102000000	10	101500001	102000000	1.063	1.03	0.947	0.977
10:102000001-102500000	10	102000001	102500000	0.955	0.956	1.062	1.021
10:102500001-103000000	10	102500001	103000000	1.057	1.045	0.9	1.007
10:103000001-103500000	10	103000001	103500000	0.98	0.99	1.027	0.894
10:103500001-104000000	10	103500001	104000000	0.891	1.084	1.005	1.019
10:104000001-104500000	10	104000001	104500000	1.035	0.949	1.024	0.955
10:104500001-105000000	10	104500001	105000000	1	1.074	1.1	1.199
10:105000001-105500000	10	105000001	105500000	0.997	0.991	1.096	1.171
10:105500001-106000000	10	105500001	106000000	1.029	1.025	1	1.076
10:106000001-106500000	10	106000001	106500000	1.047	1.018	0.935	0.962
10:106500001-107000000	10	106500001	107000000	1.031	0.962	1.009	1.125
10:107000001-107500000	10	107000001	107500000	1.008	0.975	1.028	1.064
10:107500001-108000000	10	107500001	108000000	0.948	1.044	1.034	0.958
10:108000001-108500000	10	108000001	108500000	1.06	1.027	1.06	1.039
10:108500001-109000000	10	108500001	109000000	1.052	0.974	1.033	0.975
10:109000001-109500000	10	109000001	109500000	0.99	1.022	1.152	1.161
10:110000001-110500000	10	110000001	110500000	0.963	0.988	0.982	0.995
10:110500001-111000000	10	110500001	111000000	0.906	1.017	0.866	0.914
10:111000001-111500000	10	111000001	111500000	1.011	1.104	1.039	1.109
10:111500001-112000000	10	111500001	112000000	1.031	1.044	1.071	1.122
10:112000001-112500000	10	112000001	112500000	0.991	1.048	1.059	1.044
10:113000001-113500000	10	113000001	113500000	0.979	1.031	1.012	1.112
10:113500001-114000000	10	113500001	114000000	0.997	0.965	0.973	0.927
10:114000001-114500000	10	114000001	114500000	0.969	0.986	0.978	1.005
10:114500001-115000000	10	114500001	115000000	0.954	0.999	1.006	0.975
10:115500001-116000000	10	115500001	116000000	1.051	1.046	1.011	1.078
10:116000001-116500000	10	116000001	116500000	0.991	0.997	1.002	0.98
10:116500001-117000000	10	116500001	117000000	1.006	0.944	1.056	1.05
10:117000001-117500000	10	117000001	117500000	0.998	0.965	0.98	1.086
10:117500001-118000000	10	117500001	118000000	0.965	1.022	1.008	1.102
10:118000001-118500000	10	118000001	118500000	1.023	0.996	0.978	0.998
10:118500001-119000000	10	118500001	119000000	1.027	1.026	1.086	1.042
10:119000001-119500000	10	119000001	119500000	0.993	0.94	0.966	1.124
10:119500001-120000000	10	119500001	120000000	1.033	0.988	0.94	1.055
10:120000001-120500000	10	120000001	120500000	0.979	0.986	1.081	0.988
10:120500001-121000000	10	120500001	121000000	1.05	1.023	1.047	1.05
10:121000001-121500000	10	121000001	121500000	1.016	0.964	0.951	1.025
10:121500001-122000000	10	121500001	122000000	1.008	1.003	1.01	1.016
10:122000001-122500000	10	122000001	122500000	0.97	1.021	1.018	1.094
10:122500001-123000000	10	122500001	123000000	1.044	1.094	1.06	0.997
10:123500001-124000000	10	123500001	124000000	1.023	1.008	1.011	1.063
10:124000001-124500000	10	124000001	124500000	0.989	0.984	0.934	1.028
10:124500001-125000000	10	124500001	125000000	0.991	0.951	0.928	1.034
10:125000001-125500000	10	125000001	125500000	1.014	0.994	1.006	1.007
10:126000001-126500000	10	126000001	126500000	1.001	0.974	0.943	1.129
10:126500001-127000000	10	126500001	127000000	1.114	0.966	1.051	1.077
10:127000001-127500000	10	127000001	127500000	1.068	0.99	0.975	0.974
10:127500001-128000000	10	127500001	128000000	0.968	1.038	0.975	1.014
10:128000001-128500000	10	128000001	128500000	0.953	0.943	0.987	1.029
10:128500001-129000000	10	128500001	129000000	0.997	0.995	0.972	0.969
10:129000001-129500000	10	129000001	129500000	1.032	1.023	1.001	0.979
10:130000001-130500000	10	130000001	130500000	1.031	0.981	1.041	0.973
10:130500001-131000000	10	130500001	131000000	1.041	1.01	1.06	0.98
10:131000001-131500000	10	131000001	131500000	0.978	0.998	0.998	1.14
10:131500001-132000000	10	131500001	132000000	1.011	1.058	1.105	1.116
10:132000001-132500000	10	132000001	132500000	1.009	0.994	1.01	1.038
10:132500001-133000000	10	132500001	133000000	0.998	0.915	0.973	1.057
10:133000001-133500000	10	133000001	133500000	1.021	1.073	1.073	1.101
11:500001-1000000	11	500001	1000000	0.914	1.033	0.998	0.999
11:1000001-1500000	11	1000001	1500000	1.03	1.015	1.071	1.032
11:1500001-2000000	11	1500001	2000000	1.009	0.968	1.009	0.971
11:2000001-2500000	11	2000001	2500000	0.949	1.056	1.024	0.959
11:2500001-3000000	11	2500001	3000000	1.015	0.93	1.019	0.873
11:4500001-5000000	11	4500001	5000000	1.008	1.014	1.038	0.97
11:5000001-5500000	11	5000001	5500000	1.06	0.943	1.039	0.997
11:5500001-6000000	11	5500001	6000000	0.961	1.031	0.959	0.974
11:6000001-6500000	11	6000001	6500000	0.98	1.015	1.02	0.981
11:6500001-7000000	11	6500001	7000000	0.951	0.885	1.041	0.961
11:7000001-7500000	11	7000001	7500000	1.076	1.095	1.026	1.044
11:7500001-8000000	11	7500001	8000000	0.965	1.091	1.07	0.929
11:8500001-9000000	11	8500001	9000000	1.019	1.072	1.033	0.906
11:9000001-9500000	11	9000001	9500000	0.965	0.976	1.008	0.964
11:9500001-10000000	11	9500001	10000000	1.002	0.984	1.016	0.874
11:10000001-10500000	11	10000001	10500000	1.047	1.091	1.037	1.011
11:11000001-11500000	11	11000001	11500000	0.999	0.966	1.081	1.089
11:11500001-12000000	11	11500001	12000000	1.008	1.052	1.06	0.993
11:12000001-12500000	11	12000001	12500000	1.033	0.901	0.971	0.863
11:12500001-13000000	11	12500001	13000000	0.997	0.991	1.041	0.966
11:13000001-13500000	11	13000001	13500000	0.956	1.001	0.979	1.021
11:13500001-14000000	11	13500001	14000000	1.062	1.027	1.094	1.084
11:14000001-14500000	11	14000001	14500000	0.952	1.005	0.942	0.926
11:14500001-15000000	11	14500001	15000000	1.086	1.102	1.006	1.073
11:15000001-15500000	11	15000001	15500000	1.045	0.968	0.999	1.055
11:15500001-16000000	11	15500001	16000000	0.972	0.986	1.023	1.02
11:16000001-16500000	11	16000001	16500000	0.999	1.098	0.982	1.073
11:16500001-17000000	11	16500001	17000000	1.087	0.988	0.949	1.007
11:17000001-17500000	11	17000001	17500000	0.999	0.974	1.038	0.905
11:17500001-18000000	11	17500001	18000000	1.045	1.011	0.982	0.992
11:18000001-18500000	11	18000001	18500000	0.957	0.976	1.048	0.925
11:18500001-19000000	11	18500001	19000000	1.015	1.001	1.038	0.992
11:19000001-19500000	11	19000001	19500000	1.018	0.974	0.96	1.028
11:19500001-20000000	11	19500001	20000000	1.018	1.078	1.108	1.036
11:20000001-20500000	11	20000001	20500000	1.097	1.022	1.008	0.923
11:20500001-21000000	11	20500001	21000000	1.02	0.949	1.062	1.071
11:21000001-21500000	11	21000001	21500000	0.988	0.972	1.021	0.999
11:21500001-22000000	11	21500001	22000000	1.029	0.986	1.006	1.012
11:22000001-22500000	11	22000001	22500000	1.064	0.996	1.099	1.145
11:22500001-23000000	11	22500001	23000000	0.983	1.015	1.1	0.983
11:23000001-23500000	11	23000001	23500000	1	1.023	1.019	0.968
11:23500001-24000000	11	23500001	24000000	0.978	0.931	0.926	0.927
11:24000001-24500000	11	24000001	24500000	0.955	0.995	0.995	1.161
11:25000001-25500000	11	25000001	25500000	0.991	1.03	1.001	0.993
11:25500001-26000000	11	25500001	26000000	0.969	0.988	0.916	0.991
11:26000001-26500000	11	26000001	26500000	0.999	0.943	1.058	1.008
11:26500001-27000000	11	26500001	27000000	0.971	0.912	0.968	1.098
11:27000001-27500000	11	27000001	27500000	1.052	1.017	1.025	1.094
11:28000001-28500000	11	28000001	28500000	1.066	1.013	0.976	0.961
11:28500001-29000000	11	28500001	29000000	0.997	0.985	1.073	1.029
11:29000001-29500000	11	29000001	29500000	0.944	1.007	1.058	1.066
11:29500001-30000000	11	29500001	30000000	0.993	0.998	1.012	1.044
11:30000001-30500000	11	30000001	30500000	1.049	1.035	0.968	1.081
11:30500001-31000000	11	30500001	31000000	1.026	0.962	1.057	1.015
11:31000001-31500000	11	31000001	31500000	1.119	1.095	0.938	1.049
11:31500001-32000000	11	31500001	32000000	1.016	1.015	1.039	1.051
11:32000001-32500000	11	32000001	32500000	0.932	0.992	1.087	0.985
11:32500001-33000000	11	32500001	33000000	0.929	1.001	0.986	0.934
11:33000001-33500000	11	33000001	33500000	0.952	0.966	0.893	0.946
11:33500001-34000000	11	33500001	34000000	0.956	0.844	0.971	0.95
11:34000001-34500000	11	34000001	34500000	0.992	0.982	0.842	0.956
11:34500001-35000000	11	34500001	35000000	0.991	1.043	0.913	1.009
11:35500001-36000000	11	35500001	36000000	0.991	1.022	1.079	0.978
11:36000001-36500000	11	36000001	36500000	0.932	0.944	0.994	0.998
11:36500001-37000000	11	36500001	37000000	1.047	1.009	1.066	1.068
11:37000001-37500000	11	37000001	37500000	1.102	1.032	0.974	0.955
11:37500001-38000000	11	37500001	38000000	0.946	0.996	0.87	0.941
11:38000001-38500000	11	38000001	38500000	1.004	1.032	0.888	1.018
11:38500001-39000000	11	38500001	39000000	0.944	0.931	0.923	0.95
11:39000001-39500000	11	39000001	39500000	0.905	0.946	0.945	0.924
11:39500001-40000000	11	39500001	40000000	0.993	1.018	0.911	0.911
11:40000001-40500000	11	40000001	40500000	1.021	0.96	1.027	1.008
11:40500001-41000000	11	40500001	41000000	1.073	0.996	0.919	0.947
11:41000001-41500000	11	41000001	41500000	0.957	0.998	0.922	0.99
11:41500001-42000000	11	41500001	42000000	0.968	0.945	0.949	1.091
11:42000001-42500000	11	42000001	42500000	0.95	1.006	0.869	0.882
11:42500001-43000000	11	42500001	43000000	1.106	1.052	0.972	0.992
11:43000001-43500000	11	43000001	43500000	1.016	1.029	0.983	0.964
11:43500001-44000000	11	43500001	44000000	1.025	0.907	0.907	0.939
11:44000001-44500000	11	44000001	44500000	1.07	0.988	1.043	0.968
11:44500001-45000000	11	44500001	45000000	1.038	0.963	0.925	0.973
11:45000001-45500000	11	45000001	45500000	0.998	0.998	1.095	0.985
11:45500001-46000000	11	45500001	46000000	1.019	1.011	1.084	0.976
11:46000001-46500000	11	46000001	46500000	0.902	0.98	0.882	0.882
