feature	chromosome	start	end	SLX-17922.D702tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17921.D710tp_D507tp.H5J55BBXY.s_8.r_1	SLX-17921.D711tp_D508tp.H5J55BBXY.s_8.r_1
15:69000001-69500000	15	69000001	69500000	0.928	0.887	0.922
15:69500001-70000000	15	69500001	70000000	1.047	0.919	0.973
15:70000001-70500000	15	70000001	70500000	0.954	0.969	0.971
15:70500001-71000000	15	70500001	71000000	1.088	1.026	0.985
15:71000001-71500000	15	71000001	71500000	1.145	1.084	1.042
15:71500001-72000000	15	71500001	72000000	1.165	1.035	1.022
15:72000001-72500000	15	72000001	72500000	0.893	0.984	0.953
15:72500001-73000000	15	72500001	73000000	1.074	1.075	1.029
15:73000001-73500000	15	73000001	73500000	1.023	1.036	1.01
15:73500001-74000000	15	73500001	74000000	1.004	1.084	1.066
15:74000001-74500000	15	74000001	74500000	1.204	1.108	1.082
15:74500001-75000000	15	74500001	75000000	0.989	1.056	0.993
15:75500001-76000000	15	75500001	76000000	0.97	1.005	1.003
15:76000001-76500000	15	76000001	76500000	1.047	0.98	1.002
15:76500001-77000000	15	76500001	77000000	1.064	0.954	1.018
15:77000001-77500000	15	77000001	77500000	0.971	0.987	1.008
15:77500001-78000000	15	77500001	78000000	1.067	1.18	1.165
15:78000001-78500000	15	78000001	78500000	0.91	0.987	0.969
15:78500001-79000000	15	78500001	79000000	1.025	1.09	1.045
15:79000001-79500000	15	79000001	79500000	1.031	1.101	1.045
15:79500001-80000000	15	79500001	80000000	1.038	1.041	1.094
15:80000001-80500000	15	80000001	80500000	0.95	1.009	1
15:80500001-81000000	15	80500001	81000000	1.083	0.996	1.032
15:81000001-81500000	15	81000001	81500000	0.973	0.883	1.004
15:81500001-82000000	15	81500001	82000000	1.118	1.115	1.027
15:82500001-83000000	15	82500001	83000000	1.043	1.034	1.112
15:83000001-83500000	15	83000001	83500000	1.082	0.996	1.014
15:83500001-84000000	15	83500001	84000000	1.042	1.131	1.072
15:84500001-85000000	15	84500001	85000000	0.988	0.98	1.057
15:85500001-86000000	15	85500001	86000000	0.997	1.02	0.938
15:86000001-86500000	15	86000001	86500000	0.968	1.047	1.008
15:86500001-87000000	15	86500001	87000000	1.036	0.995	0.954
15:87000001-87500000	15	87000001	87500000	1.046	0.975	1.037
15:87500001-88000000	15	87500001	88000000	1.097	1.029	1.051
15:88000001-88500000	15	88000001	88500000	1.047	1.032	1.058
15:88500001-89000000	15	88500001	89000000	1.004	1.077	1.109
15:89000001-89500000	15	89000001	89500000	0.945	1.011	0.985
15:89500001-90000000	15	89500001	90000000	0.977	1.077	1.016
15:90000001-90500000	15	90000001	90500000	0.893	0.971	0.956
15:90500001-91000000	15	90500001	91000000	1.105	0.949	0.93
15:91000001-91500000	15	91000001	91500000	1.002	1.072	1.079
15:92000001-92500000	15	92000001	92500000	1.159	1.004	1.061
15:92500001-93000000	15	92500001	93000000	0.956	0.98	1.017
15:93000001-93500000	15	93000001	93500000	1.112	1.115	0.992
15:93500001-94000000	15	93500001	94000000	1.046	0.996	1.096
15:94000001-94500000	15	94000001	94500000	0.969	1.01	0.989
15:94500001-95000000	15	94500001	95000000	0.929	1.001	0.93
15:95000001-95500000	15	95000001	95500000	0.981	1.052	0.976
15:95500001-96000000	15	95500001	96000000	1.042	1.055	0.966
15:96000001-96500000	15	96000001	96500000	0.876	1.002	0.96
15:96500001-97000000	15	96500001	97000000	0.932	0.952	0.997
15:97000001-97500000	15	97000001	97500000	1.093	0.965	1.06
15:97500001-98000000	15	97500001	98000000	0.933	1.015	0.976
15:98000001-98500000	15	98000001	98500000	1.035	1.074	1.031
15:98500001-99000000	15	98500001	99000000	0.865	1.018	0.91
15:99000001-99500000	15	99000001	99500000	1.03	0.943	0.957
15:99500001-100000000	15	99500001	100000000	0.981	0.969	0.987
15:100000001-100500000	15	100000001	100500000	1.03	1.018	1.083
15:100500001-101000000	15	100500001	101000000	0.941	1.036	1.05
15:101000001-101500000	15	101000001	101500000	0.901	0.935	0.882
16:1-500000	16	1	500000	1.065	1.007	0.981
16:500001-1000000	16	500001	1000000	0.974	1.004	1.004
16:1000001-1500000	16	1000001	1500000	1.054	0.99	1.067
16:1500001-2000000	16	1500001	2000000	0.911	1.031	0.97
16:2000001-2500000	16	2000001	2500000	1.08	1.05	0.992
16:3500001-4000000	16	3500001	4000000	1.016	0.883	0.968
16:4000001-4500000	16	4000001	4500000	1.081	0.904	0.987
16:4500001-5000000	16	4500001	5000000	0.956	1.044	0.913
16:5500001-6000000	16	5500001	6000000	0.878	0.973	0.97
16:6000001-6500000	16	6000001	6500000	0.987	0.967	0.962
16:6500001-7000000	16	6500001	7000000	0.935	0.914	0.926
16:7000001-7500000	16	7000001	7500000	0.927	0.956	0.944
16:7500001-8000000	16	7500001	8000000	0.974	1.022	0.948
16:8000001-8500000	16	8000001	8500000	0.901	1	0.974
16:8500001-9000000	16	8500001	9000000	0.945	1.044	0.932
16:9000001-9500000	16	9000001	9500000	0.884	0.967	0.955
16:9500001-10000000	16	9500001	10000000	0.991	0.988	1.13
16:10000001-10500000	16	10000001	10500000	1.017	0.951	1.042
16:11000001-11500000	16	11000001	11500000	0.931	0.947	1.034
16:11500001-12000000	16	11500001	12000000	0.907	1.019	1.044
16:12000001-12500000	16	12000001	12500000	1.073	0.934	1.026
16:12500001-13000000	16	12500001	13000000	0.847	0.926	0.965
16:13000001-13500000	16	13000001	13500000	0.956	0.983	1.041
16:13500001-14000000	16	13500001	14000000	0.998	0.968	0.976
16:14000001-14500000	16	14000001	14500000	1.079	0.941	0.969
16:15500001-16000000	16	15500001	16000000	1.106	0.922	0.974
16:17000001-17500000	16	17000001	17500000	0.907	1.127	0.966
16:17500001-18000000	16	17500001	18000000	1.074	0.994	1.04
16:19000001-19500000	16	19000001	19500000	1.021	1.014	0.95
16:19500001-20000000	16	19500001	20000000	0.994	1.077	1.008
16:20000001-20500000	16	20000001	20500000	0.962	0.91	1.013
16:22000001-22500000	16	22000001	22500000	1.01	0.975	1.072
16:23000001-23500000	16	23000001	23500000	0.992	1.036	1.025
16:23500001-24000000	16	23500001	24000000	1.012	0.982	0.872
16:24000001-24500000	16	24000001	24500000	0.914	0.916	1.006
16:24500001-25000000	16	24500001	25000000	0.974	0.946	1.037
16:25000001-25500000	16	25000001	25500000	0.974	0.925	1.037
16:25500001-26000000	16	25500001	26000000	0.994	0.99	1.048
16:26000001-26500000	16	26000001	26500000	1.007	0.984	1.015
16:26500001-27000000	16	26500001	27000000	0.936	0.96	0.991
16:27000001-27500000	16	27000001	27500000	0.881	0.957	1.005
16:27500001-28000000	16	27500001	28000000	1	1.072	0.934
16:30500001-31000000	16	30500001	31000000	1.032	0.993	0.852
16:31000001-31500000	16	31000001	31500000	0.999	1.009	1.036
16:46500001-47000000	16	46500001	47000000	0.928	0.934	0.995
16:47000001-47500000	16	47000001	47500000	1.024	1.031	1.095
16:47500001-48000000	16	47500001	48000000	0.944	1.092	1.08
16:48000001-48500000	16	48000001	48500000	0.941	1.047	0.997
16:48500001-49000000	16	48500001	49000000	0.923	0.969	0.978
16:49000001-49500000	16	49000001	49500000	1.041	1.03	0.993
16:49500001-50000000	16	49500001	50000000	0.973	1.084	1.036
16:50000001-50500000	16	50000001	50500000	0.992	0.943	0.989
16:50500001-51000000	16	50500001	51000000	1.022	0.972	1.049
16:51000001-51500000	16	51000001	51500000	0.989	0.998	1.037
16:51500001-52000000	16	51500001	52000000	0.976	0.993	0.999
16:52000001-52500000	16	52000001	52500000	0.9	0.957	0.973
16:52500001-53000000	16	52500001	53000000	0.968	0.97	0.964
16:53000001-53500000	16	53000001	53500000	0.914	1.03	0.892
16:53500001-54000000	16	53500001	54000000	1.015	0.945	0.979
16:54000001-54500000	16	54000001	54500000	1.048	0.982	0.972
16:54500001-55000000	16	54500001	55000000	0.924	0.902	1.028
16:55000001-55500000	16	55000001	55500000	0.974	0.957	1.03
16:55500001-56000000	16	55500001	56000000	1.025	0.907	0.945
16:56000001-56500000	16	56000001	56500000	0.93	1.025	0.95
16:56500001-57000000	16	56500001	57000000	0.9	0.965	0.98
16:57000001-57500000	16	57000001	57500000	0.903	0.95	0.924
16:57500001-58000000	16	57500001	58000000	0.94	0.923	0.908
16:58000001-58500000	16	58000001	58500000	0.929	0.884	0.982
16:58500001-59000000	16	58500001	59000000	1.014	1.008	0.992
16:59000001-59500000	16	59000001	59500000	1.002	0.921	1.027
16:59500001-60000000	16	59500001	60000000	1.015	1.039	0.997
16:60500001-61000000	16	60500001	61000000	0.99	1.122	0.973
16:61000001-61500000	16	61000001	61500000	0.966	0.925	0.983
16:61500001-62000000	16	61500001	62000000	0.87	0.973	1.01
16:62000001-62500000	16	62000001	62500000	0.847	0.974	0.992
16:62500001-63000000	16	62500001	63000000	0.946	1.051	0.99
16:63000001-63500000	16	63000001	63500000	0.959	0.982	1.033
16:63500001-64000000	16	63500001	64000000	1.001	1.009	0.969
16:64000001-64500000	16	64000001	64500000	0.863	1.03	0.951
16:64500001-65000000	16	64500001	65000000	0.975	0.992	1.04
16:65000001-65500000	16	65000001	65500000	1.003	1.009	0.998
16:66000001-66500000	16	66000001	66500000	1.032	0.992	1.032
16:66500001-67000000	16	66500001	67000000	0.81	1.037	0.991
16:67000001-67500000	16	67000001	67500000	0.964	0.955	0.951
16:68000001-68500000	16	68000001	68500000	0.963	0.94	0.983
16:68500001-69000000	16	68500001	69000000	1.048	1.052	1.016
16:69500001-70000000	16	69500001	70000000	1.085	0.928	0.942
16:71500001-72000000	16	71500001	72000000	1.054	0.948	0.959
16:72000001-72500000	16	72000001	72500000	1.015	0.92	1.011
16:72500001-73000000	16	72500001	73000000	1.091	0.994	0.952
16:73500001-74000000	16	73500001	74000000	0.941	1.069	0.972
16:74000001-74500000	16	74000001	74500000	0.934	1.01	1.013
16:74500001-75000000	16	74500001	75000000	0.884	0.955	0.976
16:75000001-75500000	16	75000001	75500000	1.053	0.932	0.999
16:75500001-76000000	16	75500001	76000000	1.013	0.989	1.021
16:76000001-76500000	16	76000001	76500000	0.919	0.9	0.933
16:76500001-77000000	16	76500001	77000000	0.906	0.981	0.956
16:77000001-77500000	16	77000001	77500000	0.972	1.011	0.952
16:77500001-78000000	16	77500001	78000000	1.062	0.963	0.956
16:78000001-78500000	16	78000001	78500000	1.001	0.963	0.939
16:78500001-79000000	16	78500001	79000000	0.954	1.044	1.043
16:79000001-79500000	16	79000001	79500000	1.016	0.998	0.968
16:79500001-80000000	16	79500001	80000000	1.006	1.002	0.973
16:80000001-80500000	16	80000001	80500000	1.053	1.055	1.007
16:80500001-81000000	16	80500001	81000000	0.851	1.044	1.013
16:81000001-81500000	16	81000001	81500000	0.848	0.932	1.05
16:81500001-82000000	16	81500001	82000000	0.962	0.937	0.965
16:82500001-83000000	16	82500001	83000000	1.026	1.079	0.969
16:83000001-83500000	16	83000001	83500000	1.019	0.957	0.965
16:83500001-84000000	16	83500001	84000000	0.892	0.983	1.001
16:84000001-84500000	16	84000001	84500000	0.899	1.046	1.012
16:84500001-85000000	16	84500001	85000000	0.903	0.882	1.009
16:85000001-85500000	16	85000001	85500000	0.933	0.979	0.9
16:85500001-86000000	16	85500001	86000000	0.982	1.009	0.929
16:86000001-86500000	16	86000001	86500000	0.976	1.005	0.961
16:86500001-87000000	16	86500001	87000000	0.914	0.94	0.97
16:87000001-87500000	16	87000001	87500000	1.009	0.927	0.956
16:87500001-88000000	16	87500001	88000000	1.015	1.108	1.093
16:88500001-89000000	16	88500001	89000000	0.961	0.965	0.957
16:89000001-89500000	16	89000001	89500000	0.923	1.032	0.985
16:89500001-90000000	16	89500001	90000000	0.826	1.08	0.934
17:500001-1000000	17	500001	1000000	1.022	1.074	1.038
17:1000001-1500000	17	1000001	1500000	1.146	1.034	1.159
17:1500001-2000000	17	1500001	2000000	1.127	1.032	1.078
17:2000001-2500000	17	2000001	2500000	0.915	0.959	0.943
17:2500001-3000000	17	2500001	3000000	1.055	1.115	1.09
17:3500001-4000000	17	3500001	4000000	1.123	1.028	1.082
17:4000001-4500000	17	4000001	4500000	0.905	0.92	0.984
17:4500001-5000000	17	4500001	5000000	0.955	1.082	1
17:5000001-5500000	17	5000001	5500000	1.107	0.91	0.97
17:5500001-6000000	17	5500001	6000000	1.219	1.008	1.14
17:6000001-6500000	17	6000001	6500000	1.019	1.094	1.028
17:6500001-7000000	17	6500001	7000000	1.072	1.126	1.058
17:7000001-7500000	17	7000001	7500000	1.175	0.949	1.04
17:7500001-8000000	17	7500001	8000000	0.943	0.888	0.97
17:8000001-8500000	17	8000001	8500000	0.893	0.956	0.934
17:8500001-9000000	17	8500001	9000000	0.967	0.978	0.961
17:9000001-9500000	17	9000001	9500000	1.051	1.159	1.126
17:9500001-10000000	17	9500001	10000000	1.06	1.055	1.059
17:10000001-10500000	17	10000001	10500000	0.99	1.003	0.93
17:10500001-11000000	17	10500001	11000000	1.003	0.998	1.021
17:11000001-11500000	17	11000001	11500000	1.024	1.001	1.047
17:11500001-12000000	17	11500001	12000000	0.991	1.01	1.129
17:12000001-12500000	17	12000001	12500000	1.036	1.034	0.966
17:12500001-13000000	17	12500001	13000000	0.921	0.929	0.967
17:13000001-13500000	17	13000001	13500000	1.002	0.967	0.963
17:13500001-14000000	17	13500001	14000000	0.934	1.137	0.987
17:14500001-15000000	17	14500001	15000000	0.935	0.978	0.928
17:15000001-15500000	17	15000001	15500000	1.069	1.104	1.054
17:16000001-16500000	17	16000001	16500000	0.915	0.971	0.958
17:17000001-17500000	17	17000001	17500000	1.096	1.052	0.89
17:17500001-18000000	17	17500001	18000000	1.021	0.985	1.02
17:21000001-21500000	17	21000001	21500000	1.146	0.941	1.005
17:27000001-27500000	17	27000001	27500000	1.036	0.998	0.99
17:27500001-28000000	17	27500001	28000000	1.004	1.056	1.026
17:28000001-28500000	17	28000001	28500000	1.02	0.929	0.946
17:28500001-29000000	17	28500001	29000000	0.986	0.92	0.921
17:29000001-29500000	17	29000001	29500000	1.05	0.916	0.966
17:29500001-30000000	17	29500001	30000000	0.973	1.001	0.907
17:30000001-30500000	17	30000001	30500000	0.975	0.959	0.982
17:31000001-31500000	17	31000001	31500000	1.014	0.947	0.995
17:31500001-32000000	17	31500001	32000000	1.186	0.987	1.092
17:32500001-33000000	17	32500001	33000000	1.164	1.106	1.105
17:33000001-33500000	17	33000001	33500000	1.032	1.063	1.019
17:33500001-34000000	17	33500001	34000000	0.943	0.97	0.985
17:34000001-34500000	17	34000001	34500000	1.144	1.044	1.103
17:34500001-35000000	17	34500001	35000000	0.973	1.078	1.099
17:35000001-35500000	17	35000001	35500000	1.025	1.001	0.968
17:36500001-37000000	17	36500001	37000000	1.066	0.923	0.985
17:37000001-37500000	17	37000001	37500000	1.067	1.004	1.005
17:38500001-39000000	17	38500001	39000000	1.157	1.082	1.05
17:39000001-39500000	17	39000001	39500000	1.089	0.99	1.033
17:39500001-40000000	17	39500001	40000000	1.008	1.018	0.944
17:40000001-40500000	17	40000001	40500000	1.073	0.978	0.95
17:40500001-41000000	17	40500001	41000000	0.917	0.964	0.953
17:41000001-41500000	17	41000001	41500000	1.045	0.999	0.986
17:41500001-42000000	17	41500001	42000000	1.08	1.075	1.101
17:42000001-42500000	17	42000001	42500000	0.999	1.027	0.949
17:42500001-43000000	17	42500001	43000000	0.94	0.999	0.953
17:44000001-44500000	17	44000001	44500000	0.945	1.065	0.943
17:44500001-45000000	17	44500001	45000000	0.989	1.033	1.039
17:45000001-45500000	17	45000001	45500000	1.141	0.917	1.025
17:45500001-46000000	17	45500001	46000000	1.187	1.178	1.239
17:47500001-48000000	17	47500001	48000000	1.096	1.005	1.061
17:48000001-48500000	17	48000001	48500000	0.992	1.013	0.968
17:48500001-49000000	17	48500001	49000000	0.974	1.067	1.105
17:49000001-49500000	17	49000001	49500000	1.068	1.021	0.993
17:49500001-50000000	17	49500001	50000000	0.992	1.019	0.975
17:50000001-50500000	17	50000001	50500000	0.988	0.914	0.919
17:50500001-51000000	17	50500001	51000000	1.042	0.871	0.943
17:51000001-51500000	17	51000001	51500000	1.017	1.172	1.036
17:51500001-52000000	17	51500001	52000000	0.987	0.971	1.024
17:52000001-52500000	17	52000001	52500000	0.92	0.998	1.01
17:52500001-53000000	17	52500001	53000000	0.929	0.973	0.929
17:53500001-54000000	17	53500001	54000000	0.931	0.911	1.023
17:54000001-54500000	17	54000001	54500000	1.033	0.91	0.974
17:55000001-55500000	17	55000001	55500000	1.107	1.051	1.007
17:55500001-56000000	17	55500001	56000000	1.158	0.99	1.049
17:56000001-56500000	17	56000001	56500000	1.165	1.118	1.138
17:56500001-57000000	17	56500001	57000000	1.021	0.929	0.982
17:57000001-57500000	17	57000001	57500000	1.038	0.939	1.002
17:57500001-58000000	17	57500001	58000000	1.073	0.997	1.006
17:58000001-58500000	17	58000001	58500000	0.861	0.997	0.991
17:58500001-59000000	17	58500001	59000000	1.042	1.019	1.054
17:59500001-60000000	17	59500001	60000000	0.873	0.842	0.843
17:60500001-61000000	17	60500001	61000000	1.027	1.083	0.952
17:61000001-61500000	17	61000001	61500000	0.965	0.967	1.001
17:61500001-62000000	17	61500001	62000000	1.043	1.01	0.943
17:62500001-63000000	17	62500001	63000000	1	1.04	1.037
17:63500001-64000000	17	63500001	64000000	0.811	0.966	0.981
17:64000001-64500000	17	64000001	64500000	0.919	0.99	0.899
17:65000001-65500000	17	65000001	65500000	1.035	1.013	0.975
17:66000001-66500000	17	66000001	66500000	0.982	0.995	0.986
17:66500001-67000000	17	66500001	67000000	0.943	1.059	0.994
17:67000001-67500000	17	67000001	67500000	0.947	0.976	0.993
17:67500001-68000000	17	67500001	68000000	1.141	0.952	0.996
17:68500001-69000000	17	68500001	69000000	1.085	0.986	0.957
17:69000001-69500000	17	69000001	69500000	0.937	1.003	1.012
17:69500001-70000000	17	69500001	70000000	1.06	1.054	1.037
17:70000001-70500000	17	70000001	70500000	0.948	0.955	0.969
17:70500001-71000000	17	70500001	71000000	0.934	1.088	1.052
17:71000001-71500000	17	71000001	71500000	0.956	1.003	1.014
17:71500001-72000000	17	71500001	72000000	0.943	1.047	0.928
17:72500001-73000000	17	72500001	73000000	1.085	0.957	0.973
17:73000001-73500000	17	73000001	73500000	1.089	1.089	1.086
17:73500001-74000000	17	73500001	74000000	1.071	1.054	1.07
17:74000001-74500000	17	74000001	74500000	1.059	1.018	0.922
17:74500001-75000000	17	74500001	75000000	1.111	0.958	0.986
17:75000001-75500000	17	75000001	75500000	0.891	0.967	0.978
17:75500001-76000000	17	75500001	76000000	0.964	0.952	0.898
17:76000001-76500000	17	76000001	76500000	1.007	1.046	0.945
17:76500001-77000000	17	76500001	77000000	1.171	1.021	1.052
17:77000001-77500000	17	77000001	77500000	1.058	0.961	0.941
17:77500001-78000000	17	77500001	78000000	1.149	1.037	1.042
17:78000001-78500000	17	78000001	78500000	1.12	0.941	1.002
17:78500001-79000000	17	78500001	79000000	0.945	0.995	0.992
17:79000001-79500000	17	79000001	79500000	1.023	1.09	1.076
17:79500001-80000000	17	79500001	80000000	1.081	1.011	1.025
17:80000001-80500000	17	80000001	80500000	1.03	1.035	1.025
17:81000001-81500000	17	81000001	81500000	1.009	1.059	1.004
17:81500001-82000000	17	81500001	82000000	1.031	0.898	0.894
17:82000001-82500000	17	82000001	82500000	1.008	1.082	0.959
17:82500001-83000000	17	82500001	83000000	0.872	0.98	0.979
17:83000001-83257441	17	83000001	83257441	1.094	1.035	1.288
18:1-500000	18	1	500000	0.982	1.031	1.055
18:500001-1000000	18	500001	1000000	0.924	1.073	0.973
18:1000001-1500000	18	1000001	1500000	1.133	1.053	1.014
18:1500001-2000000	18	1500001	2000000	1.097	0.931	1.005
18:2000001-2500000	18	2000001	2500000	1.118	1.064	1.011
18:3000001-3500000	18	3000001	3500000	0.892	0.937	0.964
18:3500001-4000000	18	3500001	4000000	0.895	1.088	1.007
18:4000001-4500000	18	4000001	4500000	0.966	0.965	1.022
18:4500001-5000000	18	4500001	5000000	0.93	1.014	1.001
18:5000001-5500000	18	5000001	5500000	0.951	0.998	0.959
18:5500001-6000000	18	5500001	6000000	0.939	0.987	0.988
18:6000001-6500000	18	6000001	6500000	1.053	0.982	1.037
18:6500001-7000000	18	6500001	7000000	0.889	0.918	0.976
18:7000001-7500000	18	7000001	7500000	1.135	1.128	1.108
18:7500001-8000000	18	7500001	8000000	1.099	0.952	1.05
18:9000001-9500000	18	9000001	9500000	0.88	0.963	0.924
18:9500001-10000000	18	9500001	10000000	1.043	0.922	0.962
