feature	chromosome	start	end	SLX-17922.D710tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D711tp_D506tp.HC22GBBXY.s_6.r_1	SLX-16150.D711tp_D508tp.HC22VBBXY.s_3.r_1
2:25000001-25500000	2	25000001	25500000	1.025	1.015	0.994
2:25500001-26000000	2	25500001	26000000	0.935	0.881	0.998
2:26000001-26500000	2	26000001	26500000	0.96	0.947	1.034
2:26500001-27000000	2	26500001	27000000	0.976	1.041	1.093
2:27000001-27500000	2	27000001	27500000	1.025	0.887	0.907
2:27500001-28000000	2	27500001	28000000	0.966	1.04	1.013
2:28000001-28500000	2	28000001	28500000	1.02	1.076	0.921
2:28500001-29000000	2	28500001	29000000	0.949	0.985	0.939
2:29000001-29500000	2	29000001	29500000	1.019	1.051	1.094
2:29500001-30000000	2	29500001	30000000	1.119	0.962	1.085
2:30000001-30500000	2	30000001	30500000	1.021	1.073	0.988
2:30500001-31000000	2	30500001	31000000	1.095	0.955	1.112
2:31000001-31500000	2	31000001	31500000	1.001	1.057	1.065
2:31500001-32000000	2	31500001	32000000	0.924	0.988	0.946
2:32000001-32500000	2	32000001	32500000	0.843	0.91	0.987
2:33000001-33500000	2	33000001	33500000	1.022	0.982	0.892
2:34000001-34500000	2	34000001	34500000	1.014	1.047	0.891
2:34500001-35000000	2	34500001	35000000	1.095	1.081	0.979
2:35000001-35500000	2	35000001	35500000	0.941	1.183	1.018
2:35500001-36000000	2	35500001	36000000	0.947	0.966	1.081
2:36500001-37000000	2	36500001	37000000	0.964	0.996	0.994
2:37000001-37500000	2	37000001	37500000	0.963	1.035	0.973
2:37500001-38000000	2	37500001	38000000	0.981	0.97	0.933
2:38000001-38500000	2	38000001	38500000	1.132	1.107	1
2:38500001-39000000	2	38500001	39000000	0.917	0.902	0.828
2:39000001-39500000	2	39000001	39500000	1.016	1.049	1.043
2:39500001-40000000	2	39500001	40000000	0.939	1.052	0.985
2:40000001-40500000	2	40000001	40500000	1.04	1.032	0.956
2:41000001-41500000	2	41000001	41500000	1.096	0.879	1.025
2:41500001-42000000	2	41500001	42000000	0.96	0.99	1.045
2:42000001-42500000	2	42000001	42500000	0.979	0.921	1.014
2:42500001-43000000	2	42500001	43000000	0.943	0.957	0.939
2:43000001-43500000	2	43000001	43500000	0.965	1.084	1.062
2:43500001-44000000	2	43500001	44000000	0.933	1.006	0.948
2:44000001-44500000	2	44000001	44500000	0.965	0.994	1.041
2:44500001-45000000	2	44500001	45000000	0.93	0.992	1.023
2:45000001-45500000	2	45000001	45500000	1.082	1.089	1.024
2:45500001-46000000	2	45500001	46000000	1.041	1.053	1.012
2:46000001-46500000	2	46000001	46500000	1.037	1.045	0.91
2:46500001-47000000	2	46500001	47000000	0.905	0.876	0.944
2:47000001-47500000	2	47000001	47500000	0.997	1.046	0.981
2:47500001-48000000	2	47500001	48000000	0.998	0.891	0.935
2:48000001-48500000	2	48000001	48500000	0.974	0.937	1.014
2:48500001-49000000	2	48500001	49000000	1.057	1.109	1.077
2:49500001-50000000	2	49500001	50000000	0.99	1.061	0.964
2:50000001-50500000	2	50000001	50500000	0.999	1.076	0.977
2:51000001-51500000	2	51000001	51500000	1.019	0.987	1.054
2:51500001-52000000	2	51500001	52000000	1.012	1.006	0.9
2:52000001-52500000	2	52000001	52500000	1.004	0.958	0.993
2:52500001-53000000	2	52500001	53000000	0.965	1.01	0.862
2:53000001-53500000	2	53000001	53500000	1.03	1.006	0.914
2:53500001-54000000	2	53500001	54000000	0.962	1.02	1.068
2:54500001-55000000	2	54500001	55000000	0.952	0.937	0.913
2:55000001-55500000	2	55000001	55500000	0.895	0.952	0.901
2:55500001-56000000	2	55500001	56000000	0.992	1.043	1.137
2:56000001-56500000	2	56000001	56500000	1.012	0.974	0.979
2:56500001-57000000	2	56500001	57000000	1.023	1.14	0.964
2:57000001-57500000	2	57000001	57500000	0.957	1.008	0.947
2:58000001-58500000	2	58000001	58500000	1.101	0.942	1.03
2:58500001-59000000	2	58500001	59000000	1.044	0.955	1.188
2:59000001-59500000	2	59000001	59500000	1.077	1.08	1.031
2:59500001-60000000	2	59500001	60000000	0.997	1.115	1.165
2:60000001-60500000	2	60000001	60500000	1.052	1.09	1.093
2:60500001-61000000	2	60500001	61000000	0.866	1.011	1.03
2:61000001-61500000	2	61000001	61500000	0.964	0.893	0.946
2:61500001-62000000	2	61500001	62000000	0.914	0.933	0.929
2:62000001-62500000	2	62000001	62500000	0.938	0.919	0.942
2:62500001-63000000	2	62500001	63000000	1.139	1.112	1.133
2:63000001-63500000	2	63000001	63500000	1.027	1.062	1.115
2:63500001-64000000	2	63500001	64000000	0.994	1.031	1.079
2:64000001-64500000	2	64000001	64500000	0.967	0.9	1.006
2:64500001-65000000	2	64500001	65000000	0.801	1.021	0.95
2:65000001-65500000	2	65000001	65500000	1.016	0.894	0.948
2:65500001-66000000	2	65500001	66000000	1.122	1.03	1.013
2:66000001-66500000	2	66000001	66500000	1.082	1.051	1.087
2:66500001-67000000	2	66500001	67000000	1.077	1.106	1.164
2:67000001-67500000	2	67000001	67500000	1.062	1.023	1.229
2:68000001-68500000	2	68000001	68500000	0.914	0.968	0.911
2:68500001-69000000	2	68500001	69000000	0.983	0.92	0.925
2:69000001-69500000	2	69000001	69500000	0.984	0.987	1.004
2:69500001-70000000	2	69500001	70000000	0.996	0.953	0.942
2:70000001-70500000	2	70000001	70500000	1.012	0.892	0.947
2:70500001-71000000	2	70500001	71000000	1.119	0.914	1.067
2:71000001-71500000	2	71000001	71500000	1.034	0.992	1.014
2:71500001-72000000	2	71500001	72000000	1.016	0.914	1.003
2:72000001-72500000	2	72000001	72500000	1.021	1.172	1.016
2:72500001-73000000	2	72500001	73000000	0.876	1.003	0.88
2:73000001-73500000	2	73000001	73500000	0.946	1.048	1.04
2:73500001-74000000	2	73500001	74000000	1.022	0.997	1.025
2:74000001-74500000	2	74000001	74500000	0.988	0.948	1.017
2:74500001-75000000	2	74500001	75000000	0.958	1.005	0.935
2:75500001-76000000	2	75500001	76000000	1.091	0.933	0.997
2:76000001-76500000	2	76000001	76500000	0.95	1.058	0.947
2:76500001-77000000	2	76500001	77000000	1.062	1.002	1.038
2:77000001-77500000	2	77000001	77500000	1.002	1.059	0.981
2:77500001-78000000	2	77500001	78000000	0.889	0.932	0.883
2:78000001-78500000	2	78000001	78500000	0.948	0.994	1.009
2:78500001-79000000	2	78500001	79000000	1.057	1.026	1.026
2:79000001-79500000	2	79000001	79500000	0.965	1.024	1.06
2:79500001-80000000	2	79500001	80000000	0.971	1.058	1.015
2:80000001-80500000	2	80000001	80500000	0.998	1.02	1.09
2:80500001-81000000	2	80500001	81000000	0.996	1.008	1.044
2:81000001-81500000	2	81000001	81500000	1.028	0.948	0.893
2:82000001-82500000	2	82000001	82500000	1.014	0.96	0.908
2:83000001-83500000	2	83000001	83500000	1.021	1.04	1.014
2:83500001-84000000	2	83500001	84000000	0.987	1.038	0.987
2:84000001-84500000	2	84000001	84500000	0.948	1.04	1.103
2:84500001-85000000	2	84500001	85000000	1.006	0.986	0.96
2:85500001-86000000	2	85500001	86000000	0.926	0.92	0.944
2:86000001-86500000	2	86000001	86500000	0.984	0.96	0.913
2:88000001-88500000	2	88000001	88500000	1.007	1.049	1.023
2:95000001-95500000	2	95000001	95500000	1.071	1.175	1.068
2:96000001-96500000	2	96000001	96500000	1.019	0.978	0.986
2:96500001-97000000	2	96500001	97000000	0.975	1.076	1.038
2:98000001-98500000	2	98000001	98500000	1.029	1.115	1.105
2:98500001-99000000	2	98500001	99000000	0.92	0.977	0.991
2:99000001-99500000	2	99000001	99500000	1.053	0.971	0.907
2:99500001-100000000	2	99500001	100000000	1.126	1.038	1.09
2:100000001-100500000	2	100000001	100500000	1.002	1.079	0.921
2:100500001-101000000	2	100500001	101000000	1.019	1.023	0.886
2:101000001-101500000	2	101000001	101500000	0.914	1.055	0.974
2:101500001-102000000	2	101500001	102000000	0.981	0.912	0.937
2:103000001-103500000	2	103000001	103500000	1.045	1.015	0.881
2:103500001-104000000	2	103500001	104000000	0.997	0.97	0.899
2:104000001-104500000	2	104000001	104500000	0.987	0.991	1.157
2:104500001-105000000	2	104500001	105000000	1.037	1.002	1.012
2:105000001-105500000	2	105000001	105500000	1.008	1.013	1.053
2:105500001-106000000	2	105500001	106000000	0.979	0.95	0.942
2:106500001-107000000	2	106500001	107000000	0.969	1.063	0.939
2:107000001-107500000	2	107000001	107500000	1.149	0.972	1.17
2:107500001-108000000	2	107500001	108000000	0.992	1.259	1.085
2:108000001-108500000	2	108000001	108500000	1	1.093	1.066
2:109000001-109500000	2	109000001	109500000	1.074	1.038	1.237
2:112500001-113000000	2	112500001	113000000	0.978	0.875	1.016
2:114000001-114500000	2	114000001	114500000	1.064	0.995	1.023
2:114500001-115000000	2	114500001	115000000	1.048	1.012	1.07
2:115000001-115500000	2	115000001	115500000	0.965	1.001	0.988
2:115500001-116000000	2	115500001	116000000	1.03	0.95	0.85
2:116000001-116500000	2	116000001	116500000	0.958	0.967	0.897
2:117500001-118000000	2	117500001	118000000	1.039	1.179	1.147
2:118000001-118500000	2	118000001	118500000	1.048	1.018	1.036
2:118500001-119000000	2	118500001	119000000	0.991	1.058	1.065
2:119000001-119500000	2	119000001	119500000	0.958	0.917	0.949
2:119500001-120000000	2	119500001	120000000	1.045	1.061	1.04
2:120500001-121000000	2	120500001	121000000	1.018	1.058	1.042
2:121500001-122000000	2	121500001	122000000	1.005	0.919	1
2:122000001-122500000	2	122000001	122500000	1.02	1.022	1.067
2:122500001-123000000	2	122500001	123000000	1.017	0.98	0.956
2:123000001-123500000	2	123000001	123500000	1.083	0.83	1.034
2:123500001-124000000	2	123500001	124000000	0.94	1.024	0.912
2:124000001-124500000	2	124000001	124500000	0.975	1.002	1.053
2:125000001-125500000	2	125000001	125500000	1.017	0.966	1.003
2:126000001-126500000	2	126000001	126500000	0.981	1.026	0.953
2:126500001-127000000	2	126500001	127000000	0.982	1.027	0.983
2:127000001-127500000	2	127000001	127500000	0.897	1.014	0.976
2:127500001-128000000	2	127500001	128000000	1.087	0.997	0.999
2:128000001-128500000	2	128000001	128500000	1.007	1.021	1.007
2:128500001-129000000	2	128500001	129000000	1.056	1.122	1.022
2:129500001-130000000	2	129500001	130000000	1.009	1.075	1.064
2:132500001-133000000	2	132500001	133000000	0.999	1.011	0.988
2:133000001-133500000	2	133000001	133500000	0.951	1.039	0.984
2:133500001-134000000	2	133500001	134000000	1.025	1.107	0.968
2:134000001-134500000	2	134000001	134500000	0.921	0.95	1.025
2:134500001-135000000	2	134500001	135000000	0.992	0.912	0.987
2:135000001-135500000	2	135000001	135500000	1.051	0.999	0.919
2:135500001-136000000	2	135500001	136000000	0.957	0.975	0.973
2:136000001-136500000	2	136000001	136500000	0.924	1.054	0.924
2:136500001-137000000	2	136500001	137000000	1.012	1.03	1.017
2:137000001-137500000	2	137000001	137500000	1.07	1.033	1.024
2:137500001-138000000	2	137500001	138000000	1.041	0.917	0.948
2:138000001-138500000	2	138000001	138500000	1.091	1.064	1.053
2:138500001-139000000	2	138500001	139000000	0.982	1.128	1.031
2:139000001-139500000	2	139000001	139500000	1.024	1.025	0.969
2:139500001-140000000	2	139500001	140000000	1.017	0.929	0.936
2:140500001-141000000	2	140500001	141000000	1.052	0.95	0.954
2:141000001-141500000	2	141000001	141500000	0.981	0.892	1.064
2:141500001-142000000	2	141500001	142000000	1.109	1.049	0.905
2:142000001-142500000	2	142000001	142500000	1.083	0.983	0.839
2:142500001-143000000	2	142500001	143000000	0.987	1.06	0.969
2:143500001-144000000	2	143500001	144000000	1.062	1.084	1.118
2:144000001-144500000	2	144000001	144500000	1.027	0.881	1.012
2:144500001-145000000	2	144500001	145000000	1.036	0.987	0.997
2:145000001-145500000	2	145000001	145500000	1.091	0.957	1.17
2:145500001-146000000	2	145500001	146000000	1.085	1.009	1.052
2:146000001-146500000	2	146000001	146500000	0.95	1.145	1.089
2:146500001-147000000	2	146500001	147000000	0.961	1.008	0.965
2:147500001-148000000	2	147500001	148000000	1.029	0.922	1.084
2:148000001-148500000	2	148000001	148500000	0.943	1.006	0.916
2:149000001-149500000	2	149000001	149500000	1.084	0.918	1.202
2:149500001-150000000	2	149500001	150000000	0.985	1.083	1.102
2:150000001-150500000	2	150000001	150500000	0.97	0.947	0.943
2:150500001-151000000	2	150500001	151000000	0.998	0.968	1.146
2:151000001-151500000	2	151000001	151500000	1.074	0.849	0.976
2:151500001-152000000	2	151500001	152000000	1.033	1.037	1.013
2:152000001-152500000	2	152000001	152500000	0.956	0.965	0.917
2:152500001-153000000	2	152500001	153000000	0.946	0.98	0.938
2:153000001-153500000	2	153000001	153500000	0.964	1.019	0.967
2:153500001-154000000	2	153500001	154000000	0.959	0.887	0.996
2:154000001-154500000	2	154000001	154500000	1.048	0.895	0.986
2:154500001-155000000	2	154500001	155000000	1.08	1.037	1.104
2:155500001-156000000	2	155500001	156000000	1.048	1.033	1.098
2:156000001-156500000	2	156000001	156500000	0.966	0.996	1.01
2:157000001-157500000	2	157000001	157500000	0.882	1.087	0.979
2:157500001-158000000	2	157500001	158000000	0.95	0.987	1.013
2:158000001-158500000	2	158000001	158500000	1.031	1.048	0.996
2:158500001-159000000	2	158500001	159000000	1.089	1.038	1.013
2:159000001-159500000	2	159000001	159500000	0.928	0.909	1.081
2:159500001-160000000	2	159500001	160000000	1.021	0.924	0.906
2:160000001-160500000	2	160000001	160500000	0.968	0.999	1.007
2:160500001-161000000	2	160500001	161000000	1.022	0.977	0.994
2:161000001-161500000	2	161000001	161500000	0.975	1.047	0.968
2:161500001-162000000	2	161500001	162000000	1.089	1.131	0.996
2:162000001-162500000	2	162000001	162500000	1.08	0.998	1.032
2:163000001-163500000	2	163000001	163500000	0.999	0.897	0.995
2:163500001-164000000	2	163500001	164000000	1.021	1.006	0.98
2:164500001-165000000	2	164500001	165000000	1.003	0.92	0.967
2:165000001-165500000	2	165000001	165500000	1.173	1.04	1.063
2:165500001-166000000	2	165500001	166000000	1.096	1.041	1.029
2:166500001-167000000	2	166500001	167000000	1.021	0.977	1.061
2:167500001-168000000	2	167500001	168000000	1.048	1.05	1.032
2:168000001-168500000	2	168000001	168500000	1.004	0.995	0.988
2:169000001-169500000	2	169000001	169500000	1.031	1.175	1.183
2:169500001-170000000	2	169500001	170000000	0.924	0.971	0.898
2:170000001-170500000	2	170000001	170500000	0.989	0.91	1.006
2:170500001-171000000	2	170500001	171000000	1.041	1.104	1.072
2:171000001-171500000	2	171000001	171500000	0.88	0.838	0.99
2:171500001-172000000	2	171500001	172000000	0.903	0.991	0.943
2:172000001-172500000	2	172000001	172500000	0.99	0.993	1.086
2:172500001-173000000	2	172500001	173000000	1.084	0.963	0.889
2:173000001-173500000	2	173000001	173500000	0.995	0.995	0.976
2:173500001-174000000	2	173500001	174000000	0.973	1.046	1.046
2:174000001-174500000	2	174000001	174500000	0.968	0.872	0.853
2:174500001-175000000	2	174500001	175000000	1.035	0.915	0.946
2:175000001-175500000	2	175000001	175500000	0.968	1.06	1.003
2:175500001-176000000	2	175500001	176000000	1.014	1.072	1.127
2:176000001-176500000	2	176000001	176500000	1.018	1.057	1.05
2:176500001-177000000	2	176500001	177000000	1.099	0.994	1.027
2:177000001-177500000	2	177000001	177500000	0.953	0.927	0.861
2:177500001-178000000	2	177500001	178000000	0.958	0.915	1.074
2:178000001-178500000	2	178000001	178500000	0.985	0.961	0.988
2:179000001-179500000	2	179000001	179500000	0.965	0.929	1.007
2:180000001-180500000	2	180000001	180500000	0.982	1.002	0.957
2:180500001-181000000	2	180500001	181000000	1.017	0.995	1.056
2:181000001-181500000	2	181000001	181500000	0.997	0.92	1.067
2:181500001-182000000	2	181500001	182000000	1.017	1.061	0.964
2:182000001-182500000	2	182000001	182500000	1.052	0.967	1.119
2:182500001-183000000	2	182500001	183000000	0.931	0.989	0.897
2:183000001-183500000	2	183000001	183500000	0.892	0.975	0.903
2:183500001-184000000	2	183500001	184000000	1.034	0.888	0.972
2:184000001-184500000	2	184000001	184500000	1.021	1.053	0.945
2:184500001-185000000	2	184500001	185000000	1.199	1.003	1.046
2:185000001-185500000	2	185000001	185500000	0.951	1.034	0.908
2:185500001-186000000	2	185500001	186000000	0.96	1.049	0.871
2:186000001-186500000	2	186000001	186500000	0.896	1.022	0.908
2:186500001-187000000	2	186500001	187000000	0.913	0.978	0.924
2:187000001-187500000	2	187000001	187500000	1.046	0.985	1.064
2:187500001-188000000	2	187500001	188000000	0.965	0.947	1.037
2:188000001-188500000	2	188000001	188500000	0.932	0.924	1.017
2:188500001-189000000	2	188500001	189000000	0.935	1.052	1.031
2:189000001-189500000	2	189000001	189500000	1.073	0.977	1.031
2:189500001-190000000	2	189500001	190000000	0.964	0.964	0.956
2:190000001-190500000	2	190000001	190500000	0.993	0.987	0.971
2:191000001-191500000	2	191000001	191500000	0.977	0.861	0.978
2:191500001-192000000	2	191500001	192000000	1.028	0.962	1.03
2:192000001-192500000	2	192000001	192500000	1.007	1.072	1.179
2:192500001-193000000	2	192500001	193000000	1.065	1.067	1.059
2:193000001-193500000	2	193000001	193500000	1.042	1.012	1.116
2:193500001-194000000	2	193500001	194000000	0.968	0.962	0.869
2:194000001-194500000	2	194000001	194500000	0.913	1.007	1.031
2:194500001-195000000	2	194500001	195000000	1.053	1.026	1.108
2:195000001-195500000	2	195000001	195500000	1.005	0.978	0.995
2:195500001-196000000	2	195500001	196000000	1.028	1.051	0.956
2:196500001-197000000	2	196500001	197000000	1.003	1.107	0.985
2:197000001-197500000	2	197000001	197500000	0.918	0.841	0.988
2:197500001-198000000	2	197500001	198000000	1.094	1.072	1.112
2:198000001-198500000	2	198000001	198500000	1.033	0.937	0.992
2:198500001-199000000	2	198500001	199000000	1.024	0.997	0.983
2:199000001-199500000	2	199000001	199500000	1.039	1.092	1.065
2:199500001-200000000	2	199500001	200000000	1.103	1.049	1.036
2:200000001-200500000	2	200000001	200500000	0.964	1.024	0.967
2:200500001-201000000	2	200500001	201000000	0.918	1.005	0.895
2:202000001-202500000	2	202000001	202500000	0.991	0.969	1.019
2:203000001-203500000	2	203000001	203500000	0.931	0.98	1.012
2:203500001-204000000	2	203500001	204000000	0.973	0.99	1.025
2:204000001-204500000	2	204000001	204500000	0.978	1.039	1.052
2:204500001-205000000	2	204500001	205000000	0.983	1.008	1.006
2:205000001-205500000	2	205000001	205500000	1.031	1.012	0.907
2:205500001-206000000	2	205500001	206000000	0.994	1.013	1.033
2:206000001-206500000	2	206000001	206500000	0.988	1.016	1.133
2:206500001-207000000	2	206500001	207000000	1.051	1.01	1.055
2:207000001-207500000	2	207000001	207500000	1.029	0.985	0.982
2:207500001-208000000	2	207500001	208000000	0.963	0.997	1.025
2:208000001-208500000	2	208000001	208500000	0.996	0.997	0.982
2:208500001-209000000	2	208500001	209000000	1.036	1.112	0.963
2:209000001-209500000	2	209000001	209500000	0.999	1.141	1.06
2:209500001-210000000	2	209500001	210000000	1.038	1.017	1.035
2:210000001-210500000	2	210000001	210500000	0.99	1.049	0.936
2:210500001-211000000	2	210500001	211000000	1.022	1.086	1.004
2:211000001-211500000	2	211000001	211500000	1.019	0.95	1.007
2:212000001-212500000	2	212000001	212500000	1.072	1.037	1.086
2:212500001-213000000	2	212500001	213000000	1.056	1.011	0.939
2:213000001-213500000	2	213000001	213500000	1.032	1.034	0.973
2:213500001-214000000	2	213500001	214000000	0.954	1.007	1.043
2:214000001-214500000	2	214000001	214500000	0.993	1.055	1.112
2:214500001-215000000	2	214500001	215000000	0.951	1.01	0.865
2:215000001-215500000	2	215000001	215500000	0.986	1	1.016
2:216000001-216500000	2	216000001	216500000	0.98	1.03	1.064
2:216500001-217000000	2	216500001	217000000	1.065	1.073	1.083
2:217000001-217500000	2	217000001	217500000	1.002	0.996	0.978
2:217500001-218000000	2	217500001	218000000	1.055	0.984	1.028
2:218000001-218500000	2	218000001	218500000	0.958	0.885	1.047
2:218500001-219000000	2	218500001	219000000	1.027	1.145	1.011
2:219000001-219500000	2	219000001	219500000	0.916	0.992	0.929
2:219500001-220000000	2	219500001	220000000	0.948	1.043	0.884
2:220000001-220500000	2	220000001	220500000	0.947	0.952	0.982
2:220500001-221000000	2	220500001	221000000	0.923	1.012	1.013
2:221000001-221500000	2	221000001	221500000	0.975	0.892	1.046
2:221500001-222000000	2	221500001	222000000	0.979	0.994	1.127
2:222000001-222500000	2	222000001	222500000	0.962	0.985	1.121
2:222500001-223000000	2	222500001	223000000	0.98	0.98	0.983
2:223000001-223500000	2	223000001	223500000	1.098	1.068	0.989
