feature	chromosome	start	end	SLX-17930.D706tp_D502tp.H77FWBBXY.s_8.r_1	SLX-17930.D706tp_D503tp.H77FWBBXY.s_8.r_1	SLX-17930.D706tp_D504tp.H77FWBBXY.s_8.r_1	SLX-17930.D706tp_D505tp.H77FWBBXY.s_8.r_1
8:130000001-130500000	8	130000001	130500000	1.692	1.327	0.949	1.028
8:130500001-131000000	8	130500001	131000000	1.938	1.467	1.019	1.096
8:131000001-131500000	8	131000001	131500000	1.932	1.506	1.003	1.052
8:131500001-132000000	8	131500001	132000000	1.905	1.442	1.022	1.068
8:132000001-132500000	8	132000001	132500000	1.801	1.372	0.995	1.054
8:132500001-133000000	8	132500001	133000000	1.805	1.424	1.011	1.038
8:133000001-133500000	8	133000001	133500000	1.723	1.342	0.982	0.919
8:134000001-134500000	8	134000001	134500000	1.942	1.402	1.065	1.012
8:134500001-135000000	8	134500001	135000000	1.797	1.384	1.037	1.048
8:135000001-135500000	8	135000001	135500000	1.87	1.403	1.069	1.092
8:135500001-136000000	8	135500001	136000000	1.878	1.407	1.008	1.05
8:136000001-136500000	8	136000001	136500000	1.836	1.418	1.006	1.001
8:136500001-137000000	8	136500001	137000000	1.886	1.358	0.958	1.014
8:137000001-137500000	8	137000001	137500000	1.857	1.34	1.026	0.961
8:137500001-138000000	8	137500001	138000000	1.868	1.362	0.996	0.986
8:138000001-138500000	8	138000001	138500000	1.879	1.41	0.981	1.111
8:138500001-139000000	8	138500001	139000000	1.949	1.393	0.985	1.072
8:139000001-139500000	8	139000001	139500000	1.922	1.475	1.018	1.099
8:139500001-140000000	8	139500001	140000000	1.718	1.379	1.071	1.064
8:140000001-140500000	8	140000001	140500000	1.814	1.386	1.069	1.02
8:140500001-141000000	8	140500001	141000000	1.701	1.266	0.955	0.971
8:141000001-141500000	8	141000001	141500000	1.6	1.307	0.953	0.946
8:141500001-142000000	8	141500001	142000000	1.838	1.444	1.049	1.041
8:142000001-142500000	8	142000001	142500000	1.556	1.338	0.994	1.042
8:142500001-143000000	8	142500001	143000000	1.784	1.356	1.066	0.999
8:143000001-143500000	8	143000001	143500000	1.738	1.364	1.007	0.973
8:143500001-144000000	8	143500001	144000000	1.451	1.241	0.894	0.918
8:144000001-144500000	8	144000001	144500000	1.639	1.241	0.932	1.001
8:144500001-145000000	8	144500001	145000000	1.78	1.395	0.974	1.035
9:500001-1000000	9	500001	1000000	0.782	0.865	0.969	1.037
9:1000001-1500000	9	1000001	1500000	0.831	0.911	1.03	1.055
9:1500001-2000000	9	1500001	2000000	0.869	0.938	1.001	1.105
9:2000001-2500000	9	2000001	2500000	0.795	0.867	0.908	0.969
9:2500001-3000000	9	2500001	3000000	0.764	0.906	0.984	1.053
9:3000001-3500000	9	3000001	3500000	0.796	0.951	0.953	1.058
9:3500001-4000000	9	3500001	4000000	0.808	0.921	1.025	0.966
9:4000001-4500000	9	4000001	4500000	0.805	0.877	0.978	0.939
9:4500001-5000000	9	4500001	5000000	0.828	0.918	0.944	0.979
9:5500001-6000000	9	5500001	6000000	0.761	0.841	0.981	0.886
9:6000001-6500000	9	6000001	6500000	0.849	0.956	1.014	0.984
9:6500001-7000000	9	6500001	7000000	0.801	0.889	0.967	0.955
9:7000001-7500000	9	7000001	7500000	0.839	0.854	1.004	0.98
9:7500001-8000000	9	7500001	8000000	0.869	0.861	1.028	1.003
9:8000001-8500000	9	8000001	8500000	0.832	0.92	1.019	1.03
9:8500001-9000000	9	8500001	9000000	0.806	0.899	0.982	1.039
9:9000001-9500000	9	9000001	9500000	0.765	0.9	1.051	0.999
9:10000001-10500000	9	10000001	10500000	0.86	0.85	0.966	0.929
9:10500001-11000000	9	10500001	11000000	0.841	0.875	1.03	1.008
9:11000001-11500000	9	11000001	11500000	0.774	0.853	0.909	0.994
9:11500001-12000000	9	11500001	12000000	0.859	0.902	0.953	0.994
9:12000001-12500000	9	12000001	12500000	0.805	0.944	1.015	0.955
9:12500001-13000000	9	12500001	13000000	0.785	0.91	0.995	1.033
9:13000001-13500000	9	13000001	13500000	0.835	0.903	0.994	1.022
9:13500001-14000000	9	13500001	14000000	0.79	0.921	0.996	1.014
9:14000001-14500000	9	14000001	14500000	0.779	0.842	1.02	1.021
9:14500001-15000000	9	14500001	15000000	0.868	0.924	1.053	0.997
9:15000001-15500000	9	15000001	15500000	0.744	0.927	0.864	0.925
9:16000001-16500000	9	16000001	16500000	0.85	0.93	1.018	1.026
9:16500001-17000000	9	16500001	17000000	0.799	0.884	1.032	1.003
9:17000001-17500000	9	17000001	17500000	0.775	0.812	0.973	1.019
9:17500001-18000000	9	17500001	18000000	0.829	0.894	1.062	1.024
9:18500001-19000000	9	18500001	19000000	0.803	0.939	1.097	1.024
9:19000001-19500000	9	19000001	19500000	0.735	0.832	0.929	0.97
9:19500001-20000000	9	19500001	20000000	0.849	1.002	1.089	1.069
9:20000001-20500000	9	20000001	20500000	0.836	0.912	0.952	1.033
9:20500001-21000000	9	20500001	21000000	0.839	0.843	0.946	0.995
9:21000001-21500000	9	21000001	21500000	0.823	0.873	0.977	1.088
9:21500001-22000000	9	21500001	22000000	0.771	0.905	1.053	0.907
9:22000001-22500000	9	22000001	22500000	0.761	0.895	1.038	0.978
9:22500001-23000000	9	22500001	23000000	0.821	0.834	1.006	0.991
9:23000001-23500000	9	23000001	23500000	0.774	0.814	1.049	0.995
9:23500001-24000000	9	23500001	24000000	0.802	0.866	1.003	0.942
9:24000001-24500000	9	24000001	24500000	0.83	0.904	1.059	1.018
9:24500001-25000000	9	24500001	25000000	0.844	0.879	1.003	0.931
9:25000001-25500000	9	25000001	25500000	0.792	0.874	0.973	0.954
9:25500001-26000000	9	25500001	26000000	0.789	0.86	0.945	0.999
9:26000001-26500000	9	26000001	26500000	0.796	0.9	1.032	1.01
9:26500001-27000000	9	26500001	27000000	0.8	0.908	0.975	0.873
9:27000001-27500000	9	27000001	27500000	0.855	0.962	1.083	1.019
9:27500001-28000000	9	27500001	28000000	0.824	0.922	0.966	0.957
9:28000001-28500000	9	28000001	28500000	0.843	0.899	1.035	1.018
9:28500001-29000000	9	28500001	29000000	0.827	0.938	1.036	1.009
9:29000001-29500000	9	29000001	29500000	0.775	0.952	0.992	0.963
9:29500001-30000000	9	29500001	30000000	0.76	0.829	0.935	0.943
9:30000001-30500000	9	30000001	30500000	0.795	0.887	1.028	0.982
9:30500001-31000000	9	30500001	31000000	0.797	0.849	1.02	0.957
9:31500001-32000000	9	31500001	32000000	0.777	0.875	0.997	0.962
9:32000001-32500000	9	32000001	32500000	0.858	0.907	1.069	0.969
9:32500001-33000000	9	32500001	33000000	0.827	0.836	1.029	0.987
9:33000001-33500000	9	33000001	33500000	0.799	0.911	0.906	0.923
9:34000001-34500000	9	34000001	34500000	0.758	0.857	1.014	1.045
9:35000001-35500000	9	35000001	35500000	0.813	0.887	1.026	0.966
9:35500001-36000000	9	35500001	36000000	0.788	0.789	0.969	0.905
9:36500001-37000000	9	36500001	37000000	0.881	0.977	1.07	1.079
9:37000001-37500000	9	37000001	37500000	0.97	0.963	0.93	0.93
9:37500001-38000000	9	37500001	38000000	1.179	1.094	0.989	0.987
9:38000001-38500000	9	38000001	38500000	1.208	1.091	1.002	1.006
9:68500001-69000000	9	68500001	69000000	1.244	1.084	0.959	1.039
9:69000001-69500000	9	69000001	69500000	1.264	1.184	1.016	1.096
9:69500001-70000000	9	69500001	70000000	1.261	1.135	1.042	1
9:70000001-70500000	9	70000001	70500000	1.234	1.134	1.028	1.076
9:70500001-71000000	9	70500001	71000000	1.212	1.1	1.02	1.084
9:71000001-71500000	9	71000001	71500000	1.256	1.201	0.982	1.065
9:71500001-72000000	9	71500001	72000000	1.173	1.04	0.972	0.984
9:72000001-72500000	9	72000001	72500000	1.241	1.138	0.993	1.001
9:73000001-73500000	9	73000001	73500000	1.245	1.092	0.994	0.998
9:73500001-74000000	9	73500001	74000000	1.254	1.135	1.009	0.983
9:74000001-74500000	9	74000001	74500000	1.309	1.117	1.024	0.983
9:74500001-75000000	9	74500001	75000000	1.214	1.105	1.021	0.998
9:75000001-75500000	9	75000001	75500000	1.263	1.057	0.973	0.999
9:75500001-76000000	9	75500001	76000000	1.277	1.064	1.015	1.015
9:76000001-76500000	9	76000001	76500000	1.232	1.109	1.01	1.002
9:76500001-77000000	9	76500001	77000000	1.214	1.091	1.032	1.055
9:77000001-77500000	9	77000001	77500000	1.196	1.153	1.026	1.01
9:77500001-78000000	9	77500001	78000000	1.174	1.055	0.956	1.099
9:78000001-78500000	9	78000001	78500000	1.316	1.204	1.033	1.032
9:79000001-79500000	9	79000001	79500000	1.308	1.21	1.015	1.115
9:80000001-80500000	9	80000001	80500000	1.213	1.11	0.97	0.971
9:81000001-81500000	9	81000001	81500000	1.227	1.167	1.03	1.076
9:82500001-83000000	9	82500001	83000000	1.284	1.126	1.035	1.06
9:83000001-83500000	9	83000001	83500000	1.248	1.074	1.006	1.066
9:83500001-84000000	9	83500001	84000000	1.18	0.979	0.961	0.932
9:84000001-84500000	9	84000001	84500000	1.24	1.153	1.015	1.028
9:84500001-85000000	9	84500001	85000000	1.268	1.141	1.023	1.024
9:85000001-85500000	9	85000001	85500000	1.359	1.163	1.121	0.991
9:85500001-86000000	9	85500001	86000000	1.212	1.071	0.964	0.882
9:86000001-86500000	9	86000001	86500000	1.257	1.074	0.986	1.047
9:86500001-87000000	9	86500001	87000000	1.256	1.156	0.989	1.061
9:87000001-87500000	9	87000001	87500000	1.272	1.133	1.04	1.029
9:87500001-88000000	9	87500001	88000000	1.303	1.161	1.078	1.083
9:88000001-88500000	9	88000001	88500000	1.317	1.165	1.014	1.016
9:88500001-89000000	9	88500001	89000000	1.213	1.069	1.044	1.029
9:89000001-89500000	9	89000001	89500000	1.209	1.09	0.977	0.929
9:89500001-90000000	9	89500001	90000000	1.212	1.089	1.018	1.021
9:90000001-90500000	9	90000001	90500000	1.227	1.202	1.047	1.055
9:90500001-91000000	9	90500001	91000000	1.281	1.069	1.029	0.986
9:91000001-91500000	9	91000001	91500000	1.245	1.06	0.978	1.065
9:91500001-92000000	9	91500001	92000000	1.247	1.185	1.06	1.01
9:93000001-93500000	9	93000001	93500000	1.219	1.026	0.996	1.024
9:93500001-94000000	9	93500001	94000000	1.182	0.987	1.015	0.945
9:94500001-95000000	9	94500001	95000000	1.233	1.159	1.11	1.126
9:95000001-95500000	9	95000001	95500000	1.189	1.072	0.941	1.023
9:96000001-96500000	9	96000001	96500000	1.227	1.099	0.979	1.021
9:97500001-98000000	9	97500001	98000000	1.257	1.077	0.992	1.031
9:98000001-98500000	9	98000001	98500000	1.192	1.077	1.015	1.043
9:98500001-99000000	9	98500001	99000000	1.296	1.091	1.042	0.986
9:99000001-99500000	9	99000001	99500000	1.221	1.067	1.016	0.991
9:99500001-100000000	9	99500001	100000000	1.28	1.101	0.982	1.044
9:100000001-100500000	9	100000001	100500000	1.201	1.075	0.938	1.07
9:100500001-101000000	9	100500001	101000000	1.297	1.157	1.107	1.04
9:101000001-101500000	9	101000001	101500000	1.221	1.118	1.037	1.016
9:101500001-102000000	9	101500001	102000000	1.242	1.076	0.998	1.089
9:102000001-102500000	9	102000001	102500000	1.195	1.108	0.97	0.953
9:102500001-103000000	9	102500001	103000000	1.241	1.05	0.99	1.034
9:103000001-103500000	9	103000001	103500000	1.261	1.045	0.946	1.1
9:103500001-104000000	9	103500001	104000000	1.274	1.118	0.984	1.003
9:104000001-104500000	9	104000001	104500000	1.291	1.171	1.035	0.982
9:104500001-105000000	9	104500001	105000000	1.221	0.996	1.035	1.006
9:105000001-105500000	9	105000001	105500000	1.204	1.07	0.969	1.067
9:105500001-106000000	9	105500001	106000000	1.338	1.169	1.118	1.076
9:106000001-106500000	9	106000001	106500000	1.249	1.153	1.041	1.134
9:106500001-107000000	9	106500001	107000000	1.294	1.113	1.053	1.092
9:107000001-107500000	9	107000001	107500000	1.235	1.107	1.009	1.026
9:107500001-108000000	9	107500001	108000000	1.266	1.168	1.036	1.03
9:108000001-108500000	9	108000001	108500000	1.311	1.126	1.03	1.092
9:108500001-109000000	9	108500001	109000000	1.256	1.122	0.999	1.092
9:109000001-109500000	9	109000001	109500000	1.173	1.124	0.999	0.961
9:109500001-110000000	9	109500001	110000000	1.371	1.136	1.112	1.069
9:110000001-110500000	9	110000001	110500000	1.319	1.137	1.046	1.129
9:110500001-111000000	9	110500001	111000000	1.241	1.146	1.024	1.036
9:111000001-111500000	9	111000001	111500000	1.255	1.1	0.971	0.969
9:111500001-112000000	9	111500001	112000000	1.205	1.076	0.959	0.988
9:112000001-112500000	9	112000001	112500000	1.038	0.975	0.877	0.94
9:112500001-113000000	9	112500001	113000000	1.197	1.064	1.009	1.003
9:113000001-113500000	9	113000001	113500000	1.257	1.135	1.025	1.032
9:113500001-114000000	9	113500001	114000000	1.208	1.093	1.001	1.009
9:114000001-114500000	9	114000001	114500000	1.192	1.113	1.001	1.011
9:114500001-115000000	9	114500001	115000000	1.236	1.191	1.027	0.945
9:115000001-115500000	9	115000001	115500000	1.275	1.189	1.067	1.039
9:115500001-116000000	9	115500001	116000000	1.261	1.146	1.057	1.014
9:116000001-116500000	9	116000001	116500000	1.286	1.125	0.984	1.032
9:116500001-117000000	9	116500001	117000000	1.258	1.109	1.031	1.048
9:117500001-118000000	9	117500001	118000000	1.309	1.114	1.014	1.022
9:118000001-118500000	9	118000001	118500000	1.305	1.146	1.005	1.063
9:118500001-119000000	9	118500001	119000000	1.307	1.122	1.017	0.955
9:119000001-119500000	9	119000001	119500000	1.268	1.121	1.056	1.014
9:119500001-120000000	9	119500001	120000000	1.291	1.164	1.043	1.009
9:120000001-120500000	9	120000001	120500000	1.257	1.192	1.097	1.073
9:120500001-121000000	9	120500001	121000000	1.195	1.038	1.017	0.919
9:121000001-121500000	9	121000001	121500000	1.177	0.996	0.903	0.981
9:121500001-122000000	9	121500001	122000000	1.255	1.146	1.099	1.047
9:122000001-122500000	9	122000001	122500000	1.218	1.141	1.035	0.977
9:123000001-123500000	9	123000001	123500000	1.284	1.13	1.014	0.946
9:123500001-124000000	9	123500001	124000000	1.313	1.244	1.006	1.138
9:124000001-124500000	9	124000001	124500000	1.241	1.112	0.934	1.061
9:124500001-125000000	9	124500001	125000000	1.215	1.114	1.025	0.971
9:125000001-125500000	9	125000001	125500000	1.196	1.083	0.943	1.077
9:125500001-126000000	9	125500001	126000000	1.155	1.044	0.953	0.985
9:126000001-126500000	9	126000001	126500000	1.306	1.085	1	1.034
9:126500001-127000000	9	126500001	127000000	1.257	1.106	1.029	1.097
9:127000001-127500000	9	127000001	127500000	1.204	1.076	1.039	1.063
9:127500001-128000000	9	127500001	128000000	1.134	1.041	0.969	0.963
9:128000001-128500000	9	128000001	128500000	1.175	1.099	1.003	0.999
9:128500001-129000000	9	128500001	129000000	1.261	1.133	0.97	1.046
9:129000001-129500000	9	129000001	129500000	1.112	1.008	0.939	1.003
9:130000001-130500000	9	130000001	130500000	1.238	1.11	1.03	1.011
9:130500001-131000000	9	130500001	131000000	1.252	1.145	1.023	1.033
9:131000001-131500000	9	131000001	131500000	1.283	1.089	1.027	1.007
9:131500001-132000000	9	131500001	132000000	1.243	1.109	0.964	0.991
9:132000001-132500000	9	132000001	132500000	1.203	1.147	0.971	1.017
9:132500001-133000000	9	132500001	133000000	1.239	1.188	1.048	1.092
9:133000001-133500000	9	133000001	133500000	1.096	0.979	0.933	0.92
9:133500001-134000000	9	133500001	134000000	0.919	0.937	1.014	0.996
9:134500001-135000000	9	134500001	135000000	1.022	1.051	1.068	1.087
9:135000001-135500000	9	135000001	135500000	0.983	0.996	1.079	0.981
9:135500001-136000000	9	135500001	136000000	1.014	1.001	1.003	0.903
9:136000001-136500000	9	136000001	136500000	0.922	0.896	0.919	0.992
9:136500001-137000000	9	136500001	137000000	1.078	1.003	0.906	1.04
9:137000001-137500000	9	137000001	137500000	0.96	0.972	0.945	1.003
9:137500001-138000000	9	137500001	138000000	1.312	1.152	1.046	0.985
10:1-500000	10	1	500000	1.031	1.047	1.074	1.071
10:500001-1000000	10	500001	1000000	0.949	0.949	1.017	0.932
10:1000001-1500000	10	1000001	1500000	1.087	1.093	1.015	1.056
10:1500001-2000000	10	1500001	2000000	0.978	1.03	1.032	0.941
10:2500001-3000000	10	2500001	3000000	0.929	0.964	0.989	0.998
10:3000001-3500000	10	3000001	3500000	0.946	0.936	0.94	0.953
10:3500001-4000000	10	3500001	4000000	0.887	0.868	0.936	0.997
10:4000001-4500000	10	4000001	4500000	0.956	0.959	0.999	0.999
10:4500001-5000000	10	4500001	5000000	0.962	0.953	0.941	0.969
10:5000001-5500000	10	5000001	5500000	1.021	1.009	1.015	1.034
10:5500001-6000000	10	5500001	6000000	0.962	0.921	0.919	0.908
10:6000001-6500000	10	6000001	6500000	0.933	0.914	0.962	0.946
10:6500001-7000000	10	6500001	7000000	1.091	0.997	0.981	1.015
10:7000001-7500000	10	7000001	7500000	1.015	0.936	1.009	0.983
10:7500001-8000000	10	7500001	8000000	0.978	0.993	0.99	1.003
10:8000001-8500000	10	8000001	8500000	0.998	0.957	0.915	0.982
10:8500001-9000000	10	8500001	9000000	0.965	0.97	1.02	0.951
10:9000001-9500000	10	9000001	9500000	0.967	1.011	1.021	0.98
10:9500001-10000000	10	9500001	10000000	1.098	1.084	1.001	0.998
10:10000001-10500000	10	10000001	10500000	0.974	1.011	1.01	1.037
10:10500001-11000000	10	10500001	11000000	1.09	1.045	1.012	1.043
10:11000001-11500000	10	11000001	11500000	0.994	0.961	0.933	0.947
10:11500001-12000000	10	11500001	12000000	0.955	0.977	0.946	1.046
10:12000001-12500000	10	12000001	12500000	0.926	0.974	0.961	1.018
10:12500001-13000000	10	12500001	13000000	1.001	0.962	1.042	0.956
10:13000001-13500000	10	13000001	13500000	1.042	0.989	1.004	1.113
10:13500001-14000000	10	13500001	14000000	0.929	0.928	0.998	0.963
10:14000001-14500000	10	14000001	14500000	0.985	0.925	0.99	1.013
10:14500001-15000000	10	14500001	15000000	0.936	0.961	0.91	1.002
10:15000001-15500000	10	15000001	15500000	1.05	1.05	1.043	0.973
10:15500001-16000000	10	15500001	16000000	1	1.004	1.001	0.952
10:16000001-16500000	10	16000001	16500000	1.015	0.981	0.983	0.96
10:16500001-17000000	10	16500001	17000000	0.969	0.882	0.972	0.963
10:17000001-17500000	10	17000001	17500000	0.924	0.881	0.938	0.98
10:17500001-18000000	10	17500001	18000000	1.041	1.001	0.958	1.025
10:18000001-18500000	10	18000001	18500000	1.018	0.995	1.025	1.004
10:18500001-19000000	10	18500001	19000000	0.888	0.999	1.019	0.922
10:19000001-19500000	10	19000001	19500000	0.936	0.962	0.951	0.957
10:20000001-20500000	10	20000001	20500000	1.032	1.009	0.97	1.021
10:20500001-21000000	10	20500001	21000000	1.03	1.062	1.082	1.089
10:21000001-21500000	10	21000001	21500000	0.91	0.965	1.072	1.002
10:21500001-22000000	10	21500001	22000000	0.967	0.915	0.935	1.022
10:22000001-22500000	10	22000001	22500000	0.98	0.983	0.945	1.023
10:22500001-23000000	10	22500001	23000000	0.927	0.939	0.964	0.961
10:23000001-23500000	10	23000001	23500000	0.982	0.948	0.984	0.986
10:23500001-24000000	10	23500001	24000000	1.027	1.078	1.06	1.091
10:24000001-24500000	10	24000001	24500000	0.941	0.973	0.976	0.965
10:24500001-25000000	10	24500001	25000000	0.914	0.961	0.924	0.913
10:25000001-25500000	10	25000001	25500000	0.978	0.997	1.024	1.043
10:26000001-26500000	10	26000001	26500000	1.014	1.025	0.976	1.03
10:27000001-27500000	10	27000001	27500000	0.942	0.926	0.973	0.88
10:27500001-28000000	10	27500001	28000000	0.952	0.986	1.016	0.953
10:28000001-28500000	10	28000001	28500000	0.923	0.926	0.937	0.97
10:28500001-29000000	10	28500001	29000000	0.877	0.908	0.917	0.982
10:29000001-29500000	10	29000001	29500000	0.95	0.972	0.949	0.948
10:29500001-30000000	10	29500001	30000000	0.976	0.903	0.888	0.965
10:30000001-30500000	10	30000001	30500000	1.028	0.897	1.012	0.939
10:31000001-31500000	10	31000001	31500000	0.978	0.996	1.066	1.058
10:31500001-32000000	10	31500001	32000000	0.961	0.929	1.039	1.041
10:32000001-32500000	10	32000001	32500000	0.952	0.996	0.952	0.935
10:32500001-33000000	10	32500001	33000000	1.006	0.969	0.963	1.051
10:33000001-33500000	10	33000001	33500000	0.927	0.985	0.997	0.938
10:33500001-34000000	10	33500001	34000000	0.995	1.015	0.957	1.008
10:34000001-34500000	10	34000001	34500000	0.913	1.065	0.971	0.992
10:34500001-35000000	10	34500001	35000000	0.956	1.033	1.019	1.025
10:35000001-35500000	10	35000001	35500000	0.956	0.88	0.968	1.021
10:35500001-36000000	10	35500001	36000000	0.93	0.998	1.003	1.028
10:36500001-37000000	10	36500001	37000000	0.961	1.056	0.983	0.992
10:43000001-43500000	10	43000001	43500000	0.923	1.001	1.007	1.013
10:43500001-44000000	10	43500001	44000000	1.015	1.023	1.046	1.135
10:44000001-44500000	10	44000001	44500000	1.065	1.066	1.085	1.108
10:44500001-45000000	10	44500001	45000000	0.979	0.973	1.058	0.98
10:45000001-45500000	10	45000001	45500000	1.002	1.063	0.988	0.907
10:47000001-47500000	10	47000001	47500000	1.04	1.026	1.1	1.105
10:48500001-49000000	10	48500001	49000000	1.015	1.015	1.047	0.936
10:49000001-49500000	10	49000001	49500000	1.024	1.016	1.068	1.034
10:50500001-51000000	10	50500001	51000000	1.005	0.971	1.003	1.019
10:51000001-51500000	10	51000001	51500000	0.986	0.978	0.996	1.062
10:51500001-52000000	10	51500001	52000000	1.025	1.027	1.042	0.924
10:52000001-52500000	10	52000001	52500000	0.972	0.977	1.032	1.044
10:52500001-53000000	10	52500001	53000000	0.979	0.973	0.984	0.965
10:53000001-53500000	10	53000001	53500000	0.982	0.966	0.942	0.975
10:53500001-54000000	10	53500001	54000000	0.94	0.966	1.003	1.027
10:54000001-54500000	10	54000001	54500000	0.94	0.973	0.934	0.917
10:54500001-55000000	10	54500001	55000000	0.977	0.967	0.96	0.988
10:55000001-55500000	10	55000001	55500000	1.003	0.934	0.958	1
10:56000001-56500000	10	56000001	56500000	0.978	0.991	1.013	1.001
10:56500001-57000000	10	56500001	57000000	1.011	0.999	1	1.018
10:57000001-57500000	10	57000001	57500000	0.957	0.984	1.013	0.909
