feature	chromosome	start	end	SLX-17922.D708tp_D502tp.HC22GBBXY.s_6.r_1	SLX-16150.D708tp_D501tp.HC22VBBXY.s_3.r_1	SLX-16150.D709tp_D503tp.HC22VBBXY.s_3.r_1
10:35500001-36000000	10	35500001	36000000	1.009	0.928	0.938
10:36500001-37000000	10	36500001	37000000	1.062	0.931	1.034
10:43000001-43500000	10	43000001	43500000	0.939	1.023	0.928
10:43500001-44000000	10	43500001	44000000	1.092	0.997	0.977
10:44000001-44500000	10	44000001	44500000	1.079	1.016	0.975
10:44500001-45000000	10	44500001	45000000	0.994	1.088	0.937
10:45000001-45500000	10	45000001	45500000	1.033	1.007	0.955
10:47000001-47500000	10	47000001	47500000	1.046	0.882	1.117
10:48500001-49000000	10	48500001	49000000	1.014	1.161	1.011
10:49000001-49500000	10	49000001	49500000	1.037	0.96	1.004
10:50500001-51000000	10	50500001	51000000	1.005	0.847	0.943
10:51000001-51500000	10	51000001	51500000	1.009	1.041	0.967
10:51500001-52000000	10	51500001	52000000	1.122	0.953	0.995
10:52000001-52500000	10	52000001	52500000	0.905	1.058	1.046
10:52500001-53000000	10	52500001	53000000	0.979	1.02	0.981
10:53000001-53500000	10	53000001	53500000	0.939	0.968	0.938
10:53500001-54000000	10	53500001	54000000	0.978	0.988	1.074
10:54000001-54500000	10	54000001	54500000	0.891	0.865	1.008
10:54500001-55000000	10	54500001	55000000	1.069	0.929	0.914
10:55000001-55500000	10	55000001	55500000	1.026	0.96	1.029
10:56000001-56500000	10	56000001	56500000	0.942	0.962	0.964
10:56500001-57000000	10	56500001	57000000	0.995	1.013	1.083
10:57000001-57500000	10	57000001	57500000	1.002	0.964	0.946
10:58000001-58500000	10	58000001	58500000	1.027	0.994	0.997
10:58500001-59000000	10	58500001	59000000	0.98	1.025	0.991
10:59500001-60000000	10	59500001	60000000	0.934	0.984	1.034
10:60000001-60500000	10	60000001	60500000	1.024	1.035	1.014
10:60500001-61000000	10	60500001	61000000	0.996	0.904	0.975
10:61000001-61500000	10	61000001	61500000	0.993	1.096	1.083
10:61500001-62000000	10	61500001	62000000	1.052	1.026	1.034
10:62000001-62500000	10	62000001	62500000	0.963	1.029	0.921
10:62500001-63000000	10	62500001	63000000	1.013	0.988	0.999
10:63000001-63500000	10	63000001	63500000	0.964	0.85	0.923
10:63500001-64000000	10	63500001	64000000	1.057	0.928	1.063
10:64000001-64500000	10	64000001	64500000	1.026	1.017	0.997
10:64500001-65000000	10	64500001	65000000	0.977	0.936	0.974
10:65000001-65500000	10	65000001	65500000	1.02	0.96	1.05
10:65500001-66000000	10	65500001	66000000	1.067	1.012	1.078
10:66000001-66500000	10	66000001	66500000	1.003	1.018	0.971
10:66500001-67000000	10	66500001	67000000	1.124	1	1.054
10:67000001-67500000	10	67000001	67500000	0.938	1.008	1.114
10:67500001-68000000	10	67500001	68000000	0.952	0.997	0.988
10:68000001-68500000	10	68000001	68500000	1.053	0.949	0.962
10:68500001-69000000	10	68500001	69000000	0.917	0.963	0.978
10:69000001-69500000	10	69000001	69500000	0.99	0.938	0.96
10:70000001-70500000	10	70000001	70500000	0.996	1.004	0.989
10:70500001-71000000	10	70500001	71000000	1.036	0.989	1.095
10:71000001-71500000	10	71000001	71500000	1.011	1.05	1.003
10:71500001-72000000	10	71500001	72000000	0.949	0.891	1.027
10:72000001-72500000	10	72000001	72500000	1.017	1.021	1.012
10:72500001-73000000	10	72500001	73000000	1.049	0.922	1.028
10:73000001-73500000	10	73000001	73500000	0.898	0.942	0.974
10:73500001-74000000	10	73500001	74000000	1.129	1.106	1.053
10:74000001-74500000	10	74000001	74500000	0.961	0.984	1.006
10:74500001-75000000	10	74500001	75000000	0.956	1.002	0.982
10:75000001-75500000	10	75000001	75500000	1.011	0.923	1.093
10:75500001-76000000	10	75500001	76000000	0.973	1.107	1.043
10:76000001-76500000	10	76000001	76500000	1.055	1.024	1.052
10:76500001-77000000	10	76500001	77000000	0.998	0.938	0.937
10:77500001-78000000	10	77500001	78000000	1.111	1.042	1.018
10:78000001-78500000	10	78000001	78500000	0.959	1.004	1.082
10:78500001-79000000	10	78500001	79000000	1.129	1.018	1.074
10:80000001-80500000	10	80000001	80500000	0.963	0.919	1.017
10:80500001-81000000	10	80500001	81000000	1.045	1.078	1.108
10:81000001-81500000	10	81000001	81500000	1.013	0.896	1.063
10:81500001-82000000	10	81500001	82000000	1.011	1.005	1.087
10:82000001-82500000	10	82000001	82500000	1.012	0.973	0.944
10:82500001-83000000	10	82500001	83000000	1.023	1.006	1.046
10:83000001-83500000	10	83000001	83500000	0.997	1.028	1.001
10:83500001-84000000	10	83500001	84000000	0.942	0.886	1.044
10:84000001-84500000	10	84000001	84500000	1.004	0.988	0.982
10:84500001-85000000	10	84500001	85000000	1.101	1.023	1.068
10:85000001-85500000	10	85000001	85500000	0.958	1.112	1.02
10:85500001-86000000	10	85500001	86000000	0.993	0.943	1.059
10:86000001-86500000	10	86000001	86500000	1.095	1.054	1.062
10:86500001-87000000	10	86500001	87000000	1.094	1.034	1.09
10:87500001-88000000	10	87500001	88000000	0.903	0.986	0.947
10:88500001-89000000	10	88500001	89000000	0.979	1.062	1.078
10:89000001-89500000	10	89000001	89500000	0.99	1.06	1.015
10:90000001-90500000	10	90000001	90500000	1.061	0.963	1.05
10:90500001-91000000	10	90500001	91000000	1.094	1.003	0.984
10:91000001-91500000	10	91000001	91500000	1.066	1.049	0.962
10:91500001-92000000	10	91500001	92000000	0.954	1.048	0.981
10:92000001-92500000	10	92000001	92500000	0.935	0.939	1.15
10:92500001-93000000	10	92500001	93000000	0.899	0.998	0.922
10:93000001-93500000	10	93000001	93500000	1.058	0.881	0.96
10:93500001-94000000	10	93500001	94000000	0.909	0.96	1.022
10:94000001-94500000	10	94000001	94500000	0.975	0.982	1.022
10:95000001-95500000	10	95000001	95500000	1.019	1.05	1.086
10:95500001-96000000	10	95500001	96000000	0.959	1.055	1.118
10:96000001-96500000	10	96000001	96500000	1.083	1.129	1.063
10:96500001-97000000	10	96500001	97000000	0.901	0.93	1.007
10:97000001-97500000	10	97000001	97500000	0.912	0.973	1.046
10:97500001-98000000	10	97500001	98000000	1.074	1.1	1.092
10:98000001-98500000	10	98000001	98500000	1.003	1.04	1.041
10:98500001-99000000	10	98500001	99000000	1.063	1.034	1.039
10:99000001-99500000	10	99000001	99500000	1.059	1.056	0.992
10:99500001-100000000	10	99500001	100000000	0.973	1.039	1.139
10:100500001-101000000	10	100500001	101000000	1.067	1.1	1.066
10:101000001-101500000	10	101000001	101500000	1.011	1.051	1.107
10:101500001-102000000	10	101500001	102000000	1.059	0.986	1.116
10:102000001-102500000	10	102000001	102500000	0.977	1.144	1.089
10:102500001-103000000	10	102500001	103000000	0.921	1.021	0.936
10:103000001-103500000	10	103000001	103500000	1.014	1.039	1.035
10:103500001-104000000	10	103500001	104000000	0.975	0.991	1
10:104000001-104500000	10	104000001	104500000	0.936	1.025	0.989
10:104500001-105000000	10	104500001	105000000	0.988	1.08	1.029
10:105000001-105500000	10	105000001	105500000	1.018	1.01	1.028
10:105500001-106000000	10	105500001	106000000	1.064	1.103	1.078
10:106000001-106500000	10	106000001	106500000	1.01	1.017	1.057
10:106500001-107000000	10	106500001	107000000	0.992	1.028	0.986
10:107000001-107500000	10	107000001	107500000	1.074	0.984	1.049
10:107500001-108000000	10	107500001	108000000	1.049	0.935	0.892
10:108000001-108500000	10	108000001	108500000	1.108	1.021	1.136
10:108500001-109000000	10	108500001	109000000	1.024	1.016	0.995
10:109000001-109500000	10	109000001	109500000	1.118	1.024	1.071
10:110000001-110500000	10	110000001	110500000	0.993	0.972	0.941
10:110500001-111000000	10	110500001	111000000	0.985	1.005	1.048
10:111000001-111500000	10	111000001	111500000	0.951	1.017	1.076
10:111500001-112000000	10	111500001	112000000	1.065	0.992	1.044
10:112000001-112500000	10	112000001	112500000	1.102	1.175	1.057
10:113000001-113500000	10	113000001	113500000	1.034	1.013	1.102
10:113500001-114000000	10	113500001	114000000	1.012	1.026	1.072
10:114000001-114500000	10	114000001	114500000	1.024	0.988	0.987
10:114500001-115000000	10	114500001	115000000	1.009	0.992	1.045
10:115500001-116000000	10	115500001	116000000	1.101	1.035	1.06
10:116000001-116500000	10	116000001	116500000	1.033	1.02	0.985
10:116500001-117000000	10	116500001	117000000	1.006	1.015	1.051
10:117000001-117500000	10	117000001	117500000	1.042	0.983	1.006
10:117500001-118000000	10	117500001	118000000	1.012	1.039	1.073
10:118000001-118500000	10	118000001	118500000	1.034	1.039	1.139
10:118500001-119000000	10	118500001	119000000	0.906	0.977	1.053
10:119000001-119500000	10	119000001	119500000	1.066	0.983	1.019
10:119500001-120000000	10	119500001	120000000	0.973	1.034	1.012
10:120000001-120500000	10	120000001	120500000	1.068	1.018	1.103
10:120500001-121000000	10	120500001	121000000	1.051	1.062	1.079
10:121000001-121500000	10	121000001	121500000	1.052	1.024	1.097
10:121500001-122000000	10	121500001	122000000	1.022	1.165	1.101
10:122000001-122500000	10	122000001	122500000	0.992	1.006	1.096
10:122500001-123000000	10	122500001	123000000	1.108	0.954	1.167
10:123500001-124000000	10	123500001	124000000	0.996	1.126	1.112
10:124000001-124500000	10	124000001	124500000	0.896	0.941	0.935
10:124500001-125000000	10	124500001	125000000	0.908	0.945	0.976
10:125000001-125500000	10	125000001	125500000	0.981	1.053	0.94
10:126000001-126500000	10	126000001	126500000	0.992	0.911	0.989
10:126500001-127000000	10	126500001	127000000	0.946	1.045	1.046
10:127000001-127500000	10	127000001	127500000	0.977	1.042	1.04
10:127500001-128000000	10	127500001	128000000	1.045	1.039	0.985
10:128000001-128500000	10	128000001	128500000	1.022	0.958	1.032
10:128500001-129000000	10	128500001	129000000	1.095	0.997	1.044
10:129000001-129500000	10	129000001	129500000	1.013	1.094	0.973
10:130000001-130500000	10	130000001	130500000	0.976	1.092	1.033
10:130500001-131000000	10	130500001	131000000	1.018	0.986	1.084
10:131000001-131500000	10	131000001	131500000	0.969	0.996	0.94
10:131500001-132000000	10	131500001	132000000	1.077	1.002	1.014
10:132000001-132500000	10	132000001	132500000	1.051	0.935	1.038
10:132500001-133000000	10	132500001	133000000	1.017	1.017	0.932
10:133000001-133500000	10	133000001	133500000	1.075	1.018	1.065
11:500001-1000000	11	500001	1000000	0.95	1.052	0.985
11:1000001-1500000	11	1000001	1500000	0.994	1.091	1
11:1500001-2000000	11	1500001	2000000	1.001	1.059	1.058
11:2000001-2500000	11	2000001	2500000	0.978	1.089	0.999
11:2500001-3000000	11	2500001	3000000	0.886	0.908	0.967
11:4500001-5000000	11	4500001	5000000	1.03	1.094	1.113
11:5000001-5500000	11	5000001	5500000	1.028	1.059	1.016
11:5500001-6000000	11	5500001	6000000	0.932	1.001	1.028
11:6000001-6500000	11	6000001	6500000	1.034	0.968	0.909
11:6500001-7000000	11	6500001	7000000	0.95	1.004	1.015
11:7000001-7500000	11	7000001	7500000	1.049	1.07	1.088
11:7500001-8000000	11	7500001	8000000	1.037	1.065	1.076
11:8500001-9000000	11	8500001	9000000	1.021	0.928	1.002
11:9000001-9500000	11	9000001	9500000	0.996	1.025	1.012
11:9500001-10000000	11	9500001	10000000	0.836	1.056	0.967
11:10000001-10500000	11	10000001	10500000	1.03	1.07	1.02
11:11000001-11500000	11	11000001	11500000	1.091	1.022	1.102
11:11500001-12000000	11	11500001	12000000	1.019	1.037	1.054
11:12000001-12500000	11	12000001	12500000	0.943	0.971	0.993
11:12500001-13000000	11	12500001	13000000	1.049	0.923	1.027
11:13000001-13500000	11	13000001	13500000	0.905	1.065	0.998
11:13500001-14000000	11	13500001	14000000	1.009	1.044	1.058
11:14000001-14500000	11	14000001	14500000	0.99	0.991	1.03
11:14500001-15000000	11	14500001	15000000	0.984	1.039	1.121
11:15000001-15500000	11	15000001	15500000	0.997	0.968	0.982
11:15500001-16000000	11	15500001	16000000	0.92	0.988	1.042
11:16000001-16500000	11	16000001	16500000	0.957	1.144	1.155
11:16500001-17000000	11	16500001	17000000	1.026	1.038	0.975
11:17000001-17500000	11	17000001	17500000	1.08	1.073	1.037
11:17500001-18000000	11	17500001	18000000	1.01	1.024	1.015
11:18000001-18500000	11	18000001	18500000	0.976	1.094	0.935
11:18500001-19000000	11	18500001	19000000	1.069	0.967	1.006
11:19000001-19500000	11	19000001	19500000	1.038	1.128	1.051
11:19500001-20000000	11	19500001	20000000	1.045	1.034	1.1
11:20000001-20500000	11	20000001	20500000	1.017	1.041	1.029
11:20500001-21000000	11	20500001	21000000	1.014	1.016	0.985
11:21000001-21500000	11	21000001	21500000	0.967	1.015	1.059
11:21500001-22000000	11	21500001	22000000	1.022	1.066	0.972
11:22000001-22500000	11	22000001	22500000	0.972	1.032	1.032
11:22500001-23000000	11	22500001	23000000	0.942	1.018	1.035
11:23000001-23500000	11	23000001	23500000	1.014	0.932	0.933
11:23500001-24000000	11	23500001	24000000	0.871	1.016	0.98
11:24000001-24500000	11	24000001	24500000	0.931	1.062	1.053
11:25000001-25500000	11	25000001	25500000	0.982	1.021	0.933
11:25500001-26000000	11	25500001	26000000	0.97	1.004	1.056
11:26000001-26500000	11	26000001	26500000	0.899	1.002	1.038
11:26500001-27000000	11	26500001	27000000	1.092	1.059	1.067
11:27000001-27500000	11	27000001	27500000	0.987	0.989	1.04
11:28000001-28500000	11	28000001	28500000	1.001	1.037	1.103
11:28500001-29000000	11	28500001	29000000	1.088	1.069	0.971
11:29000001-29500000	11	29000001	29500000	0.978	0.995	0.969
11:29500001-30000000	11	29500001	30000000	1.005	1.016	0.986
11:30000001-30500000	11	30000001	30500000	0.986	0.997	1.048
11:30500001-31000000	11	30500001	31000000	1.014	1.094	1.033
11:31000001-31500000	11	31000001	31500000	0.981	1.056	1.064
11:31500001-32000000	11	31500001	32000000	0.948	1.027	0.988
11:32000001-32500000	11	32000001	32500000	0.955	1.028	0.981
11:32500001-33000000	11	32500001	33000000	0.893	1.027	0.975
11:33000001-33500000	11	33000001	33500000	0.882	0.88	1.01
11:33500001-34000000	11	33500001	34000000	0.987	0.887	1.09
11:34000001-34500000	11	34000001	34500000	0.972	1.031	0.962
11:34500001-35000000	11	34500001	35000000	0.94	1.039	1.008
11:35500001-36000000	11	35500001	36000000	1.055	1.038	1.061
11:36000001-36500000	11	36000001	36500000	0.935	1.009	0.987
11:36500001-37000000	11	36500001	37000000	0.963	1.011	1.05
11:37000001-37500000	11	37000001	37500000	0.942	1.104	1.14
11:37500001-38000000	11	37500001	38000000	0.949	1.054	1.001
11:38000001-38500000	11	38000001	38500000	1.002	0.937	0.993
11:38500001-39000000	11	38500001	39000000	1.037	0.95	1.032
11:39000001-39500000	11	39000001	39500000	0.891	0.981	1.018
11:39500001-40000000	11	39500001	40000000	0.979	0.98	1.035
11:40000001-40500000	11	40000001	40500000	0.965	0.921	0.98
11:40500001-41000000	11	40500001	41000000	0.896	0.995	0.983
11:41000001-41500000	11	41000001	41500000	0.929	0.968	1.048
11:41500001-42000000	11	41500001	42000000	0.972	1.019	1.006
11:42000001-42500000	11	42000001	42500000	0.961	0.991	1.089
11:42500001-43000000	11	42500001	43000000	1.063	1.105	0.999
11:43000001-43500000	11	43000001	43500000	0.972	1.034	0.988
11:43500001-44000000	11	43500001	44000000	0.983	0.981	1.002
11:44000001-44500000	11	44000001	44500000	0.973	1.077	1.096
11:44500001-45000000	11	44500001	45000000	0.991	1.004	0.951
11:45000001-45500000	11	45000001	45500000	1.071	1.058	0.998
11:45500001-46000000	11	45500001	46000000	0.96	1.04	0.948
11:46000001-46500000	11	46000001	46500000	0.826	1.075	0.974
11:46500001-47000000	11	46500001	47000000	1.035	1.031	1.06
11:47500001-48000000	11	47500001	48000000	0.895	0.837	0.972
11:55500001-56000000	11	55500001	56000000	0.908	0.98	1.007
11:56000001-56500000	11	56000001	56500000	0.858	0.903	0.95
11:56500001-57000000	11	56500001	57000000	1.024	0.969	1.111
11:57000001-57500000	11	57000001	57500000	0.98	1.028	0.965
11:57500001-58000000	11	57500001	58000000	0.99	0.968	0.947
11:58000001-58500000	11	58000001	58500000	0.987	0.996	1.033
11:58500001-59000000	11	58500001	59000000	0.938	0.939	0.962
11:59000001-59500000	11	59000001	59500000	0.971	0.926	0.966
11:59500001-60000000	11	59500001	60000000	0.956	0.84	0.953
11:60000001-60500000	11	60000001	60500000	0.935	1.096	0.967
11:60500001-61000000	11	60500001	61000000	1.03	1.099	0.955
11:61000001-61500000	11	61000001	61500000	1.026	1.052	1.088
11:61500001-62000000	11	61500001	62000000	0.924	0.894	0.962
11:62000001-62500000	11	62000001	62500000	0.936	0.968	1.083
11:62500001-63000000	11	62500001	63000000	0.951	0.97	0.952
11:63500001-64000000	11	63500001	64000000	0.923	0.92	0.987
11:64500001-65000000	11	64500001	65000000	0.94	0.983	0.943
11:65500001-66000000	11	65500001	66000000	0.907	0.938	0.88
11:66000001-66500000	11	66000001	66500000	0.941	0.93	0.91
11:66500001-67000000	11	66500001	67000000	0.942	1.019	1.12
11:67000001-67500000	11	67000001	67500000	1.007	1.007	0.867
11:68000001-68500000	11	68000001	68500000	0.985	0.93	0.99
11:68500001-69000000	11	68500001	69000000	1.047	1.041	1.164
11:69000001-69500000	11	69000001	69500000	1.041	1.018	0.982
11:69500001-70000000	11	69500001	70000000	0.913	1.018	1.053
11:70000001-70500000	11	70000001	70500000	1.021	1.038	1.088
11:70500001-71000000	11	70500001	71000000	0.974	0.951	0.959
11:71000001-71500000	11	71000001	71500000	0.987	0.965	1.075
11:72000001-72500000	11	72000001	72500000	1.017	0.966	1.023
11:72500001-73000000	11	72500001	73000000	0.943	1.03	0.943
11:73000001-73500000	11	73000001	73500000	0.813	0.94	0.967
11:74000001-74500000	11	74000001	74500000	0.956	0.955	0.935
11:74500001-75000000	11	74500001	75000000	0.985	1.014	1.012
11:75000001-75500000	11	75000001	75500000	0.904	0.923	0.918
11:75500001-76000000	11	75500001	76000000	0.926	0.982	0.982
11:76000001-76500000	11	76000001	76500000	1.018	1.022	1.03
11:76500001-77000000	11	76500001	77000000	0.945	1.035	1.1
11:77000001-77500000	11	77000001	77500000	0.961	0.929	1.11
11:77500001-78000000	11	77500001	78000000	0.903	0.94	1.117
11:78000001-78500000	11	78000001	78500000	0.907	0.821	0.946
11:78500001-79000000	11	78500001	79000000	0.962	0.97	0.951
11:79000001-79500000	11	79000001	79500000	0.916	0.951	0.921
11:79500001-80000000	11	79500001	80000000	0.986	0.995	0.999
11:80000001-80500000	11	80000001	80500000	1.041	0.979	1.018
11:80500001-81000000	11	80500001	81000000	1.02	0.86	0.987
11:81000001-81500000	11	81000001	81500000	0.911	1.037	0.967
11:82000001-82500000	11	82000001	82500000	0.942	1.023	0.898
11:82500001-83000000	11	82500001	83000000	0.905	0.975	0.867
11:83000001-83500000	11	83000001	83500000	0.874	0.97	0.97
11:83500001-84000000	11	83500001	84000000	0.938	1.071	1.045
11:84000001-84500000	11	84000001	84500000	1.018	1.088	1.015
11:84500001-85000000	11	84500001	85000000	0.969	1.053	1.095
11:85000001-85500000	11	85000001	85500000	0.936	1.094	1.002
11:85500001-86000000	11	85500001	86000000	0.83	1.017	1.003
11:86000001-86500000	11	86000001	86500000	0.832	0.873	0.889
11:86500001-87000000	11	86500001	87000000	1.032	1.063	1.037
11:87000001-87500000	11	87000001	87500000	0.959	1.032	1.026
11:88000001-88500000	11	88000001	88500000	1.028	0.974	0.887
11:88500001-89000000	11	88500001	89000000	1.027	0.969	0.935
11:90500001-91000000	11	90500001	91000000	1.01	0.96	1.015
11:91000001-91500000	11	91000001	91500000	0.954	1.059	1.002
11:91500001-92000000	11	91500001	92000000	1.037	0.958	1.013
11:92000001-92500000	11	92000001	92500000	0.984	0.958	1.095
11:92500001-93000000	11	92500001	93000000	1.017	1.011	1.114
11:93000001-93500000	11	93000001	93500000	1.004	1.099	1.176
11:93500001-94000000	11	93500001	94000000	0.987	0.935	0.894
11:94000001-94500000	11	94000001	94500000	1.088	1.149	1.017
11:94500001-95000000	11	94500001	95000000	0.955	0.93	0.885
11:95000001-95500000	11	95000001	95500000	1.02	1.037	0.963
11:95500001-96000000	11	95500001	96000000	0.939	1.052	1.103
11:96000001-96500000	11	96000001	96500000	0.94	0.876	1.055
11:96500001-97000000	11	96500001	97000000	0.979	0.945	0.927
11:97000001-97500000	11	97000001	97500000	0.976	0.99	0.983
11:97500001-98000000	11	97500001	98000000	0.902	0.933	0.981
11:98000001-98500000	11	98000001	98500000	0.9	0.95	0.923
11:98500001-99000000	11	98500001	99000000	0.869	0.914	0.854
11:99000001-99500000	11	99000001	99500000	0.94	0.993	1.038
11:99500001-100000000	11	99500001	100000000	0.936	0.946	0.955
11:100000001-100500000	11	100000001	100500000	0.996	0.981	0.921
